customer_id,churned,churn_date,churn_reason,churn_probability_raw,clv_egp
C12576,1,2024-10-08,Price,0.7909,19064.37
C12577,0,,No churn,0.6223,31356.56
C12578,1,2024-08-01,Price,0.4188,2913.11
C12579,1,2024-10-21,Network quality,0.5248,14676.07
C12580,1,2024-08-26,Competitor offer,0.4594,10988.7
C12581,1,2024-10-26,Network quality,0.5597,6941.34
C12582,0,,No churn,0.1267,11708.51
C12583,0,,No churn,0.2342,15774.69
C12584,1,2024-12-24,Poor service,0.542,21965.26
C12585,1,2024-09-03,Price,0.8362,57540.71
C12586,0,,No churn,0.1801,1683.98
C12587,0,,No churn,0.2572,6383.87
C12588,1,2024-09-20,Price,0.7024,32541.24
C12589,0,,No churn,0.3839,13170.26
C12590,1,2024-08-12,Price,0.8709,34153.92
C12591,1,2024-10-14,Price,0.459,29781.43
C12592,0,,No churn,0.3961,15338.66
C12593,0,,No churn,0.1776,5775.69
C12594,0,,No churn,0.5451,5647.19
C12595,0,,No churn,0.2029,5317.62
C12596,0,,No churn,0.566,20003.7
C12597,1,2024-11-24,Moving,0.6797,9964.39
C12598,0,,No churn,0.1201,12179.64
C12599,0,,No churn,0.6243,24953.56
C12600,0,,No churn,0.3599,11813.92
C12601,0,,No churn,0.1475,3659.6
C12602,1,2024-07-05,Network quality,0.4385,9793.82
C12603,0,,No churn,0.5654,15184.74
C12604,0,,No churn,0.2887,6583.26
C12605,0,,No churn,0.5535,24019.66
C12606,0,,No churn,0.1921,11514.28
C12607,1,2024-08-13,Competitor offer,0.6734,24794.55
C12608,0,,No churn,0.1157,6305.37
C12609,1,2024-12-04,Competitor offer,0.5628,6546.92
C12610,1,2024-12-01,Price,0.8288,45545.71
C12611,1,2024-09-10,Price,0.3257,13432.57
C12612,0,,No churn,0.2921,3326.13
C12613,0,,No churn,0.1487,7211.04
C12614,1,2024-12-28,Network quality,0.5043,24319.11
C12615,0,,No churn,0.208,13260.17
C12616,0,,No churn,0.247,21445.88
C12617,0,,No churn,0.1868,6617.68
C12618,0,,No churn,0.3615,7401.48
C12619,0,,No churn,0.2251,3665.61
C12620,1,2024-12-08,Competitor offer,0.6971,9198.95
C12621,1,2024-12-14,Competitor offer,0.6488,8685.1
C12622,1,2024-09-16,Competitor offer,0.7298,11927.74
C12623,0,,No churn,0.1718,2648.92
C12624,0,,No churn,0.2863,1590.82
C12625,1,2024-08-20,Poor service,0.4796,5337.49
C12626,0,,No churn,0.3195,6213.74
C12627,0,,No churn,0.2752,7988.24
C12628,1,2024-12-20,Network quality,0.5672,15461.55
C12629,1,2024-07-17,Other,0.2416,21165.12
C12630,0,,No churn,0.22,13969.23
C12631,1,2024-09-23,Price,0.8917,51795.25
C12632,1,2024-12-06,Poor service,0.6759,5342.08
C12633,0,,No churn,0.2016,4899.06
C12634,1,2024-08-11,Price,0.7876,42713.63
C12635,0,,No churn,0.4247,13244.8
C12636,0,,No churn,0.4663,9042.14
C12637,1,2024-10-16,Price,0.5365,24170.06
C12638,1,2024-12-12,Competitor offer,0.2622,4811.19
C12639,1,2024-09-12,Competitor offer,0.6659,11100.47
C12640,1,2024-12-23,Poor service,0.853,7397.36
C12641,0,,No churn,0.2753,11365.38
C12642,1,2024-10-23,Competitor offer,0.3066,2918.18
C12643,1,2024-10-07,Price,0.785,18906.77
C12644,1,2024-08-23,Competitor offer,0.162,6928.03
C12645,1,2024-10-02,Competitor offer,0.5828,9734.43
C12646,1,2024-10-18,Price,0.8232,8624.77
C12647,0,,No churn,0.1041,8977.55
C12648,1,2024-11-22,Price,0.4128,16294.45
C12649,1,2024-07-02,Competitor offer,0.3699,19993.94
C12650,0,,No churn,0.4826,14032.39
C12651,1,2024-10-23,Price,0.6523,7122.01
C12652,1,2024-11-27,Moving,0.9148,11064.23
C12653,1,2024-10-07,Price,0.8184,9023.29
C12654,0,,No churn,0.292,28335.1
C12655,0,,No churn,0.1066,12609.71
C12656,0,,No churn,0.1852,10016.05
C12657,1,2024-08-20,Network quality,0.3161,10025.15
C12658,0,,No churn,0.2048,19430.62
C12659,1,2024-07-17,Competitor offer,0.7428,44427.79
C12660,1,2024-09-09,Price,0.1789,6789.22
C12661,1,2024-10-23,Poor service,0.7417,19339.02
C12662,1,2024-12-10,Poor service,0.2969,11366.2
C12663,0,,No churn,0.3355,11342.36
C12664,1,2024-08-02,Poor service,0.6421,12326.25
C12665,0,,No churn,0.2699,19712.96
C12666,0,,No churn,0.3187,28661.58
C12667,1,2024-09-17,Competitor offer,0.4455,16606.24
C12668,1,2024-10-16,Poor service,0.5809,29446.74
C12669,1,2024-10-23,Other,0.5158,15621.49
C12670,0,,No churn,0.2627,22000.38
C12671,1,2024-11-17,Price,0.4869,8577.03
C12672,1,2024-10-13,Competitor offer,0.3658,21863.46
C12673,1,2024-12-21,Poor service,0.3583,6220.09
C12674,1,2024-10-01,Competitor offer,0.7881,14586.51
C12675,1,2024-07-24,Price,0.251,8341.11
C12676,0,,No churn,0.2942,12001.43
C12677,0,,No churn,0.7093,14137.19
C12678,1,2024-07-18,Poor service,0.6019,16994.45
C12679,1,2024-09-12,Price,0.4693,14548.41
C12680,0,,No churn,0.5789,21913.72
C12681,0,,No churn,0.3441,24523.05
C12682,1,2024-12-26,Poor service,0.8302,42184.44
C12683,1,2024-10-10,Competitor offer,0.8069,14066.97
C12684,0,,No churn,0.3036,12912.63
C12685,0,,No churn,0.5222,24406.8
C12686,0,,No churn,0.3292,6095.4
C12687,0,,No churn,0.4383,4209.36
C12688,1,2024-10-28,Competitor offer,0.6019,22990.68
C12689,0,,No churn,0.2773,12788.42
C12690,0,,No churn,0.7394,15824.68
C12691,1,2024-12-21,Network quality,0.8388,37473.55
C12692,0,,No churn,0.1825,8180.69
C12693,0,,No churn,0.3684,14069.53
C12694,1,2024-07-02,Moving,0.7364,44344.27
C12695,0,,No churn,0.3106,8353.11
C12696,1,2024-10-12,Competitor offer,0.8792,37528.27
C12697,0,,No churn,0.6628,28033.21
C12698,1,2024-09-17,Poor service,0.9596,31549.6
C12699,1,2024-08-16,Network quality,0.2133,3000.48
C12700,0,,No churn,0.3037,6074.78
C12701,0,,No churn,0.0865,9308.45
C12702,0,,No churn,0.0901,16276.97
C12703,1,2024-10-24,Competitor offer,0.6243,16406.9
C12704,0,,No churn,0.222,14197.48
C12705,0,,No churn,0.1064,5822.42
C12706,1,2024-07-28,Poor service,0.7274,8992.8
C12707,0,,No churn,0.3547,17552.43
C12708,0,,No churn,0.2786,2425.61
C12709,0,,No churn,0.2139,2502.59
C12710,0,,No churn,0.0613,11081.11
C12711,0,,No churn,0.9089,37443.67
C12712,0,,No churn,0.3972,17208.34
C12713,1,2024-10-21,Network quality,0.2158,14560.35
C12714,0,,No churn,0.5356,26376.88
C12715,1,2024-12-22,Price,0.6899,19894.18
C12716,1,2024-07-08,Competitor offer,0.4746,8470.4
C12717,0,,No churn,0.3267,19762.47
C12718,0,,No churn,0.1835,15418.39
C12719,0,,No churn,0.2016,8327.51
C12720,0,,No churn,0.205,9167.97
C12721,0,,No churn,0.1855,17329.47
C12722,1,2024-12-15,Price,0.8287,30868.12
C12723,0,,No churn,0.865,44007.32
C12724,0,,No churn,0.329,17232.33
C12725,1,2024-07-11,Price,0.9136,14959.08
C12726,0,,No churn,0.2284,8649.46
C12727,1,2024-09-25,Price,0.6584,8589.47
C12728,1,2024-08-15,Poor service,0.6503,32470.73
C12729,0,,No churn,0.5251,14614.69
C12730,1,2024-11-06,Network quality,0.8326,46632.32
C12731,1,2024-08-26,Price,0.3385,19006.82
C12732,1,2024-08-21,Price,0.4645,22272.65
C12733,1,2024-11-13,Price,0.9117,41486.82
C12734,1,2024-09-01,Network quality,0.2295,12133.96
C12735,1,2024-08-06,Price,0.2815,4030.27
C12736,1,2024-08-09,Poor service,0.9322,9203.61
C12737,0,,No churn,0.3398,25687.24
C12738,0,,No churn,0.186,9209.71
C12739,0,,No churn,0.2927,17889.78
C12740,1,2024-09-14,Competitor offer,0.658,18970.35
C12741,1,2024-09-18,Competitor offer,0.9253,19700.39
C12742,1,2024-08-15,Competitor offer,0.4346,10357.83
C12743,0,,No churn,0.1713,8035.83
C12744,0,,No churn,0.506,14116.34
C12745,1,2024-07-22,Price,0.4671,7921.43
C12746,1,2024-12-25,Network quality,0.2111,7303.59
C12747,0,,No churn,0.8497,20081.6
C12748,0,,No churn,0.4043,10529.89
C12749,1,2024-10-10,Price,0.815,6900.91
C12750,0,,No churn,0.2871,14201.2
C12751,0,,No churn,0.6209,11615.83
C12752,1,2024-12-15,Competitor offer,0.6239,42150.6
C12753,1,2024-07-09,Price,0.8022,38294.18
C12754,1,2024-08-18,Price,0.3177,9035.11
C12755,1,2024-11-20,Competitor offer,0.6092,25883.56
C12756,1,2024-08-23,Other,0.8504,15093.67
C12757,1,2024-07-03,Competitor offer,0.8804,18459.1
C12758,1,2024-12-04,Other,0.9427,30332.67
C12759,0,,No churn,0.7439,26768.95
C12760,1,2024-11-07,Poor service,0.7206,12318.16
C12761,0,,No churn,0.5068,17837.22
C12762,1,2024-09-14,Price,0.8785,39651.78
C12763,1,2024-07-02,Moving,0.123,4789.07
C12764,1,2024-08-22,Poor service,0.4964,10092.96
C12765,0,,No churn,0.8514,20803.5
C12766,0,,No churn,0.1537,18721.87
C12767,0,,No churn,0.3226,5386.8
C12768,0,,No churn,0.074,9388.93
C12769,0,,No churn,0.1864,1931.49
C12770,0,,No churn,0.8985,26050.64
C12771,0,,No churn,0.1067,20255.91
C12772,1,2024-10-24,Other,0.3082,24013.44
C12773,1,2024-09-02,Price,0.6892,17253.82
C12774,0,,No churn,0.3967,19367.61
C12775,0,,No churn,0.6053,25024.68
C12776,0,,No churn,0.2188,6136.55
C12777,0,,No churn,0.6255,23696.9
C12778,1,2024-09-08,Other,0.3334,7781.35
C12779,0,,No churn,0.7794,40732.95
C12780,1,2024-08-08,Price,0.5846,3789.89
C12781,0,,No churn,0.2683,19428.46
C12782,0,,No churn,0.5516,16613.22
C12783,0,,No churn,0.316,12964.7
C12784,1,2024-11-06,Poor service,0.37,8650.79
C12785,0,,No churn,0.0794,16210.38
C12786,1,2024-07-15,Network quality,0.7345,15967.59
C12787,0,,No churn,0.5533,24067.88
C12788,0,,No churn,0.3566,8216.63
C12789,0,,No churn,0.6093,7596.56
C12790,1,2024-08-09,Price,0.5619,3672.89
C12791,1,2024-08-19,Moving,0.2751,23134.86
C12792,1,2024-12-27,Network quality,0.6971,23509.49
C12793,0,,No churn,0.303,14285.41
C12794,0,,No churn,0.4787,20202.66
C12795,0,,No churn,0.1165,5946.53
C12796,1,2024-09-02,Competitor offer,0.3714,2848.78
C12797,0,,No churn,0.1349,10415.75
C12798,0,,No churn,0.1933,6382.41
C12799,1,2024-12-21,Price,0.3422,13204.74
C12800,1,2024-09-08,Network quality,0.5937,22333.91
C12801,1,2024-07-19,Network quality,0.5832,10609.4
C12802,0,,No churn,0.1737,6967.57
C12803,0,,No churn,0.4649,14234.8
C12804,0,,No churn,0.6334,20838.77
C12805,0,,No churn,0.1525,10413.01
C12806,1,2024-11-16,Price,0.1428,4809.98
C12807,0,,No churn,0.2465,12297.99
C12808,0,,No churn,0.3589,5020.75
C12809,1,2024-11-13,Competitor offer,0.3837,11478.0
C12810,0,,No churn,0.5022,11515.18
C12811,0,,No churn,0.1864,6547.02
C12812,0,,No churn,0.4027,31565.46
C12813,1,2024-07-04,Competitor offer,0.4399,15413.59
C12814,0,,No churn,0.493,16785.64
C12815,0,,No churn,0.5744,13300.01
C12816,0,,No churn,0.1052,16615.3
C12817,0,,No churn,0.7262,18504.25
C12818,0,,No churn,0.7718,28020.29
C12819,1,2024-10-22,Network quality,0.2367,11911.14
C12820,0,,No churn,0.1089,9915.11
C12821,1,2024-09-23,Competitor offer,0.4978,13418.7
C12822,0,,No churn,0.1026,14049.52
C12823,0,,No churn,0.1064,12670.82
C12824,0,,No churn,0.4108,10720.35
C12825,0,,No churn,0.2005,16551.16
C12826,0,,No churn,0.1827,22137.87
C12827,1,2024-12-04,Competitor offer,0.7848,5191.45
C12828,1,2024-09-07,Price,0.7343,16997.98
C12829,1,2024-09-11,Network quality,0.2542,11837.66
C12830,0,,No churn,0.576,14523.39
C12831,0,,No churn,0.1678,10557.82
C12832,1,2024-11-17,Price,0.9224,10917.13
C12833,0,,No churn,0.2065,4514.25
C12834,0,,No churn,0.2853,2182.09
C12835,1,2024-10-26,Price,0.8285,36762.45
C12836,1,2024-12-19,Network quality,0.419,15858.3
C12837,0,,No churn,0.5659,23509.77
C12838,0,,No churn,0.1964,19181.42
C12839,0,,No churn,0.215,17826.2
C12840,0,,No churn,0.862,7212.81
C12841,0,,No churn,0.5679,37571.43
C12842,1,2024-10-13,Competitor offer,0.4359,13370.62
C12843,1,2024-12-09,Competitor offer,0.7944,36016.43
C12844,1,2024-10-10,Poor service,0.2303,41814.11
C12845,0,,No churn,0.8742,48686.68
C12846,1,2024-11-02,Moving,0.5874,31779.65
C12847,1,2024-08-21,Poor service,0.7798,25723.21
C12848,0,,No churn,0.1562,5748.21
C12849,1,2024-09-02,Network quality,0.299,10147.87
C12850,1,2024-10-07,Competitor offer,0.7827,12962.23
C12851,0,,No churn,0.3453,13612.95
C12852,0,,No churn,0.2048,3348.21
C12853,0,,No churn,0.1172,3596.58
C12854,0,,No churn,0.6025,39318.87
C12855,0,,No churn,0.2362,9778.12
C12856,1,2024-11-12,Network quality,0.6351,13830.28
C12857,0,,No churn,0.1885,15607.06
C12858,1,2024-08-27,Price,0.937,10615.37
C12859,0,,No churn,0.1441,14869.2
C12860,1,2024-11-05,Price,0.2637,8738.68
C12861,1,2024-09-03,Competitor offer,0.3232,14645.59
C12862,0,,No churn,0.5377,13470.71
C12863,0,,No churn,0.1936,16107.1
C12864,0,,No churn,0.3724,3381.28
C12865,0,,No churn,0.2501,22799.87
C12866,0,,No churn,0.1757,7081.07
C12867,1,2024-11-20,Price,0.6552,25680.28
C12868,0,,No churn,0.1876,19617.46
C12869,0,,No churn,0.0599,13719.27
C12870,0,,No churn,0.0719,7140.63
C12871,1,2024-11-18,Network quality,0.6688,8901.84
C12872,1,2024-12-21,Moving,0.664,46296.45
C12873,1,2024-11-04,Moving,0.5566,38538.9
C12874,1,2024-09-28,Network quality,0.8368,15611.53
C12875,1,2024-07-24,Moving,0.6888,20990.96
C12876,0,,No churn,0.5236,13969.75
C12877,0,,No churn,0.1531,5360.27
C12878,1,2024-09-21,Competitor offer,0.7531,43645.89
C12879,1,2024-11-13,Price,0.1701,8103.18
C12880,1,2024-09-25,Competitor offer,0.5683,4735.04
C12881,0,,No churn,0.6215,25231.58
C12882,1,2024-08-09,Poor service,0.405,14213.93
C12883,0,,No churn,0.2774,15497.04
C12884,0,,No churn,0.4585,11894.69
C12885,0,,No churn,0.1253,5831.02
C12886,1,2024-09-18,Network quality,0.8642,48847.49
C12887,0,,No churn,0.2082,4448.22
C12888,0,,No churn,0.1604,6772.55
C12889,1,2024-12-18,Price,0.6562,8742.47
C12890,1,2024-08-25,Network quality,0.3896,30894.9
C12891,1,2024-09-21,Price,0.2244,13222.77
C12892,0,,No churn,0.2821,18981.77
C12893,0,,No churn,0.3376,6826.69
C12894,0,,No churn,0.1124,5844.63
C12895,0,,No churn,0.2281,22527.23
C12896,1,2024-07-16,Price,0.8648,47991.54
C12897,0,,No churn,0.3731,6169.41
C12898,0,,No churn,0.2531,23764.68
C12899,0,,No churn,0.0794,4137.13
C12900,1,2024-09-28,Price,0.8222,31593.87
C12901,1,2024-09-05,Price,0.7791,10440.15
C12902,0,,No churn,0.1694,7438.84
C12903,1,2024-09-07,Competitor offer,0.6088,17203.0
C12904,0,,No churn,0.2862,8127.0
C12905,1,2024-09-11,Other,0.712,27310.15
C12906,0,,No churn,0.1828,18050.16
C12907,0,,No churn,0.3224,12579.31
C12908,1,2024-12-14,Network quality,0.3556,7261.95
C12909,0,,No churn,0.1251,9856.54
C12910,1,2024-07-08,Competitor offer,0.3197,11432.72
C12911,0,,No churn,0.524,8320.16
C12912,0,,No churn,0.5732,31711.03
C12913,0,,No churn,0.4991,12064.85
C12914,0,,No churn,0.2933,15225.62
C12915,0,,No churn,0.1209,8079.47
C12916,0,,No churn,0.1983,10269.32
C12917,1,2024-10-06,Other,0.3917,13371.14
C12918,1,2024-11-17,Other,0.659,29750.04
C12919,0,,No churn,0.1142,5865.38
C12920,0,,No churn,0.3072,13011.73
C12921,1,2024-09-04,Poor service,0.8425,9734.15
C12922,1,2024-11-16,Network quality,0.3074,20443.26
C12923,1,2024-07-10,Network quality,0.571,12919.54
C12924,0,,No churn,0.3512,6253.61
C12925,1,2024-09-20,Moving,0.47,20547.14
C12926,0,,No churn,0.7668,8409.79
C12927,1,2024-08-04,Price,0.4457,13453.66
C12928,1,2024-11-10,Competitor offer,0.3273,6300.82
C12929,0,,No churn,0.2869,37502.75
C12930,1,2024-09-26,Price,0.7847,12000.03
C12931,1,2024-11-28,Competitor offer,0.3903,9539.18
C12932,0,,No churn,0.269,21643.91
C12933,0,,No churn,0.4688,19164.08
C12934,0,,No churn,0.1383,4692.8
C12935,1,2024-10-28,Network quality,0.6447,18627.72
C12936,0,,No churn,0.3171,25241.6
C12937,1,2024-11-12,Price,0.8208,46730.77
C12938,0,,No churn,0.1289,9089.69
C12939,1,2024-12-23,Network quality,0.547,11731.67
C12940,0,,No churn,0.1297,7421.81
C12941,1,2024-09-07,Network quality,0.6475,21243.57
C12942,1,2024-08-12,Price,0.8408,16019.26
C12943,1,2024-10-27,Competitor offer,0.608,46018.89
C12944,0,,No churn,0.4825,7593.17
C12945,0,,No churn,0.3732,7225.64
C12946,0,,No churn,0.1747,21217.82
C12947,0,,No churn,0.0926,18448.11
C12948,0,,No churn,0.1419,3764.64
C12949,1,2024-09-23,Network quality,0.5977,12502.39
C12950,0,,No churn,0.1112,8944.65
C12951,0,,No churn,0.2239,2258.31
C12952,1,2024-09-27,Poor service,0.843,22264.52
C12953,0,,No churn,0.1907,4366.58
C12954,1,2024-09-08,Competitor offer,0.1071,11049.73
C12955,0,,No churn,0.179,18450.3
C12956,0,,No churn,0.1773,3627.73
C12957,0,,No churn,0.1671,20809.85
C12958,0,,No churn,0.3385,6416.52
C12959,0,,No churn,0.3671,12575.28
C12960,0,,No churn,0.2669,12605.34
C12961,1,2024-10-05,Moving,0.2793,12849.33
C12962,0,,No churn,0.4527,13720.21
C12963,0,,No churn,0.3565,16819.92
C12964,0,,No churn,0.3299,18404.33
C12965,1,2024-09-25,Network quality,0.7942,19287.32
C12966,0,,No churn,0.2679,12630.51
C12967,0,,No churn,0.1113,13299.4
C12968,0,,No churn,0.2026,16063.18
C12969,0,,No churn,0.3612,23552.84
C12970,1,2024-10-09,Price,0.6635,12904.62
C12971,0,,No churn,0.3477,12446.45
C12972,1,2024-08-15,Network quality,0.7319,9263.11
C12973,0,,No churn,0.2628,5779.67
C12974,1,2024-07-12,Poor service,0.408,7614.29
C12975,0,,No churn,0.4651,25039.71
C12976,0,,No churn,0.3129,27416.2
C12977,0,,No churn,0.0537,12805.73
C12978,1,2024-08-13,Competitor offer,0.67,30265.49
C12979,0,,No churn,0.4075,26370.09
C12980,0,,No churn,0.5413,5470.93
C12981,1,2024-07-24,Competitor offer,0.5273,37887.69
C12982,1,2024-12-28,Network quality,0.4304,15760.82
C12983,1,2024-10-22,Price,0.9128,18528.13
C12984,1,2024-12-15,Poor service,0.754,20278.88
C12985,0,,No churn,0.3389,8324.38
C12986,1,2024-09-19,Network quality,0.1905,11417.99
C12987,0,,No churn,0.4256,23774.87
C12988,1,2024-09-02,Competitor offer,0.8745,7130.13
C12989,0,,No churn,0.1467,2889.63
C12990,0,,No churn,0.3429,3724.94
C12991,1,2024-09-22,Competitor offer,0.6063,20909.09
C12992,1,2024-08-04,Competitor offer,0.424,3269.28
C12993,0,,No churn,0.1075,9551.51
C12994,1,2024-09-03,Competitor offer,0.3936,21496.17
C12995,1,2024-11-20,Other,0.6287,19396.93
C12996,1,2024-07-05,Competitor offer,0.5827,4018.75
C12997,0,,No churn,0.6196,7651.21
C12998,1,2024-07-15,Poor service,0.8138,54909.2
C12999,1,2024-09-16,Network quality,0.611,40963.18
C13000,0,,No churn,0.4035,8893.33
C13001,1,2024-07-23,Price,0.7373,23488.59
C13002,1,2024-11-02,Price,0.4771,24269.09
C13003,0,,No churn,0.4213,6018.04
C13004,1,2024-10-05,Competitor offer,0.4378,3760.89
C13005,0,,No churn,0.6869,31223.11
C13006,0,,No churn,0.3864,30785.99
C13007,0,,No churn,0.594,11415.73
C13008,1,2024-10-03,Price,0.2718,15277.06
C13009,1,2024-12-09,Competitor offer,0.7458,29428.37
C13010,0,,No churn,0.1127,10541.21
C13011,0,,No churn,0.2687,13057.91
C13012,0,,No churn,0.0991,4843.32
C13013,1,2024-09-15,Moving,0.8086,10723.33
C13014,0,,No churn,0.2708,5643.08
C13015,1,2024-08-28,Other,0.8458,16356.61
C13016,0,,No churn,0.1524,12400.22
C13017,1,2024-08-20,Network quality,0.4223,8299.62
C13018,0,,No churn,0.5998,8941.32
C13019,0,,No churn,0.6885,44808.44
C13020,0,,No churn,0.3074,21920.73
C13021,1,2024-08-04,Network quality,0.7951,48967.0
C13022,1,2024-11-10,Price,0.8846,17811.34
C13023,1,2024-10-23,Competitor offer,0.3892,14220.21
C13024,1,2024-08-16,Price,0.768,32566.08
C13025,0,,No churn,0.1074,9349.74
C13026,1,2024-11-14,Network quality,0.3333,4600.42
C13027,0,,No churn,0.5819,4247.39
C13028,0,,No churn,0.2728,9172.98
C13029,0,,No churn,0.1762,15881.13
C13030,0,,No churn,0.5047,6980.38
C13031,1,2024-09-01,Competitor offer,0.3934,10269.48
C13032,1,2024-09-11,Competitor offer,0.4279,6886.55
C13033,1,2024-10-26,Price,0.5156,35668.28
C13034,1,2024-09-04,Price,0.447,23241.51
C13035,0,,No churn,0.2412,6516.84
C13036,1,2024-07-17,Price,0.5902,16146.93
C13037,0,,No churn,0.3511,17530.18
C13038,1,2024-12-07,Competitor offer,0.6535,38200.99
C13039,0,,No churn,0.2705,23920.58
C13040,1,2024-07-17,Competitor offer,0.3154,14647.71
C13041,1,2024-12-24,Competitor offer,0.475,25119.78
C13042,0,,No churn,0.1126,15450.85
C13043,0,,No churn,0.4801,4855.69
C13044,0,,No churn,0.1728,7071.95
C13045,0,,No churn,0.329,6541.86
C13046,0,,No churn,0.2095,14026.18
C13047,0,,No churn,0.4501,12390.7
C13048,0,,No churn,0.1399,5515.66
C13049,0,,No churn,0.3762,6744.76
C13050,0,,No churn,0.1536,12874.33
C13051,1,2024-12-16,Poor service,0.4175,10444.15
C13052,0,,No churn,0.472,17062.53
C13053,0,,No churn,0.2129,10422.78
C13054,0,,No churn,0.1982,9202.37
C13055,0,,No churn,0.2947,8503.52
C13056,0,,No churn,0.1621,7088.64
C13057,0,,No churn,0.7918,13622.05
C13058,0,,No churn,0.3907,6457.62
C13059,0,,No churn,0.5361,9930.09
C13060,0,,No churn,0.1639,7064.79
C13061,1,2024-08-15,Other,0.4486,13687.31
C13062,0,,No churn,0.5112,10346.42
C13063,0,,No churn,0.6337,24615.7
C13064,0,,No churn,0.1336,5925.96
C13065,1,2024-10-28,Price,0.7244,32608.26
C13066,1,2024-08-03,Competitor offer,0.6767,23298.64
C13067,1,2024-10-18,Price,0.5069,7163.6
C13068,0,,No churn,0.3339,9305.14
C13069,0,,No churn,0.1246,8178.7
C13070,0,,No churn,0.0585,8558.44
C13071,0,,No churn,0.8599,11600.17
C13072,1,2024-07-10,Network quality,0.6734,29350.35
C13073,1,2024-11-17,Price,0.7921,21430.38
C13074,1,2024-07-13,Poor service,0.8086,53332.11
C13075,1,2024-08-16,Moving,0.6506,12321.76
C13076,0,,No churn,0.233,9915.19
C13077,1,2024-12-15,Poor service,0.8636,11276.35
C13078,0,,No churn,0.1312,6186.82
C13079,0,,No churn,0.3814,10824.02
C13080,1,2024-10-17,Poor service,0.5742,8174.32
C13081,0,,No churn,0.1549,8391.59
C13082,1,2024-09-20,Poor service,0.7648,6975.52
C13083,1,2024-12-12,Network quality,0.9212,33484.73
C13084,1,2024-09-19,Competitor offer,0.4281,6348.49
C13085,1,2024-12-09,Network quality,0.6283,23916.08
C13086,0,,No churn,0.4178,9639.64
C13087,0,,No churn,0.2487,6512.29
C13088,1,2024-12-18,Poor service,0.5855,8849.41
C13089,1,2024-12-04,Competitor offer,0.5922,4130.79
C13090,0,,No churn,0.2681,12066.29
C13091,1,2024-07-18,Poor service,0.1448,12800.64
C13092,1,2024-12-09,Price,0.6708,36947.17
C13093,1,2024-09-07,Network quality,0.5669,29697.53
C13094,0,,No churn,0.5051,19248.18
C13095,0,,No churn,0.2509,7153.41
C13096,1,2024-08-09,Competitor offer,0.5804,5952.26
C13097,1,2024-08-13,Competitor offer,0.707,6247.71
C13098,0,,No churn,0.5342,8120.84
C13099,0,,No churn,0.2894,16855.29
C13100,0,,No churn,0.6668,15125.57
C13101,0,,No churn,0.1538,3936.82
C13102,1,2024-09-08,Price,0.4816,16103.17
C13103,1,2024-10-05,Competitor offer,0.9284,13907.01
C13104,0,,No churn,0.1366,13128.2
C13105,1,2024-07-07,Network quality,0.8918,15098.19
C13106,0,,No churn,0.8422,16664.08
C13107,1,2024-12-25,Price,0.1991,17699.51
C13108,1,2024-11-19,Competitor offer,0.3943,12672.88
C13109,1,2024-10-25,Competitor offer,0.5954,10428.16
C13110,1,2024-08-25,Network quality,0.3512,6989.49
C13111,0,,No churn,0.1625,14201.84
C13112,0,,No churn,0.6308,6676.65
C13113,0,,No churn,0.168,13894.11
C13114,1,2024-09-01,Other,0.8806,32009.08
C13115,0,,No churn,0.4254,16889.18
C13116,1,2024-11-07,Moving,0.6669,27422.38
C13117,0,,No churn,0.0956,11007.94
C13118,0,,No churn,0.3556,12251.42
C13119,0,,No churn,0.2229,10885.28
C13120,0,,No churn,0.1493,8298.75
C13121,1,2024-12-26,Competitor offer,0.7533,16104.76
C13122,1,2024-12-20,Moving,0.7973,12791.9
C13123,1,2024-10-11,Price,0.7022,9833.47
C13124,1,2024-12-20,Competitor offer,0.289,9508.93
C13125,1,2024-08-28,Network quality,0.7264,13721.71
C13126,0,,No churn,0.3357,28120.87
C13127,1,2024-10-02,Competitor offer,0.6424,44368.11
C13128,1,2024-10-27,Other,0.7198,13287.35
C13129,1,2024-12-25,Price,0.4585,40868.79
C13130,0,,No churn,0.2526,5734.59
C13131,0,,No churn,0.1452,11185.95
C13132,0,,No churn,0.2379,12953.21
C13133,0,,No churn,0.2316,4830.63
C13134,0,,No churn,0.2106,10487.43
C13135,1,2024-07-20,Competitor offer,0.675,19797.51
C13136,0,,No churn,0.2513,9689.99
C13137,0,,No churn,0.3403,9349.48
C13138,0,,No churn,0.4921,17027.9
C13139,0,,No churn,0.149,8080.28
C13140,1,2024-07-03,Network quality,0.2752,12763.54
C13141,0,,No churn,0.1058,17113.41
C13142,1,2024-08-15,Competitor offer,0.7986,11970.54
C13143,0,,No churn,0.2051,15330.96
C13144,0,,No churn,0.284,8381.03
C13145,0,,No churn,0.3065,8454.52
C13146,0,,No churn,0.2572,5098.11
C13147,1,2024-10-18,Other,0.4115,19231.58
C13148,0,,No churn,0.1336,14623.58
C13149,0,,No churn,0.1691,4924.9
C13150,0,,No churn,0.51,15751.67
C13151,0,,No churn,0.0853,9006.51
C13152,1,2024-08-22,Price,0.7563,27848.59
C13153,0,,No churn,0.2964,21925.33
C13154,1,2024-12-13,Price,0.5189,6472.23
C13155,1,2024-10-02,Price,0.1644,14411.43
C13156,1,2024-11-15,Competitor offer,0.8695,24722.51
C13157,0,,No churn,0.4044,2439.88
C13158,1,2024-07-11,Price,0.2594,11234.79
