sub_id,customer_id,plan_name,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,device_protection,monthly_charge_egp,total_charge_egp,tenure_months
S12163,C12163,Plus,DSL,Yes,Yes,No,Yes,No,No,312.47,17135.69,55
S12164,C12164,Ultra,Fiber,Yes,Yes,No,No,Yes,Yes,559.65,20721.49,37
S12165,C12165,Basic,DSL,No,No phone,Yes,Yes,Yes,No,212.45,9236.36,43
S12166,C12166,Basic,DSL,Yes,Yes,No,No,No,No,168.11,3309.09,20
S12167,C12167,Business,5G,Yes,No,Yes,No,Yes,No,829.15,42330.94,51
S12168,C12168,Ultra,5G,Yes,Yes,No,Yes,Yes,No,624.8,10097.54,16
S12169,C12169,Ultra,5G,Yes,No,Yes,No,Yes,Yes,613.12,11124.12,18
S12170,C12170,Basic,DSL,Yes,No,No,No,Yes,Yes,229.63,9729.38,42
S12171,C12171,Basic,5G,Yes,No,Yes,No,Yes,No,292.35,7255.28,25
S12172,C12172,Plus,No Internet,Yes,Yes,No,Yes,Yes,No,339.0,16055.64,47
S12173,C12173,Ultra,DSL,No,No phone,No,No,Yes,Yes,539.63,22731.98,42
S12174,C12174,Business,Fiber,Yes,No,Yes,Yes,No,No,842.91,17468.42,21
S12175,C12175,Ultra,5G,No,No phone,Yes,No,No,No,607.11,13290.84,22
S12176,C12176,Business,DSL,Yes,Yes,Yes,No,No,No,777.25,42780.27,55
S12177,C12177,Plus,5G,Yes,No,Yes,No,No,Yes,406.25,20215.05,50
S12178,C12178,Business,DSL,Yes,No,Yes,No,Yes,No,754.24,39849.08,53
S12179,C12179,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,294.88,6906.81,23
S12180,C12180,Business,5G,Yes,No,No,No,Yes,Yes,855.65,29201.69,34
S12181,C12181,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,267.77,5912.97,22
S12182,C12182,Basic,DSL,Yes,Yes,No,Yes,No,No,184.65,5089.25,27
S12183,C12183,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,342.9,20347.25,59
S12184,C12184,Ultra,DSL,Yes,No,No,No,Yes,Yes,571.33,6848.74,12
S12185,C12185,Ultra,DSL,No,No phone,Yes,No,Yes,No,548.37,11550.18,21
S12186,C12186,Basic,Fiber,Yes,No,No,Yes,No,No,250.57,8859.41,36
S12187,C12187,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,572.1,29190.79,51
S12188,C12188,Business,5G,Yes,Yes,No,Yes,Yes,No,810.38,29302.07,36
S12189,C12189,Basic,DSL,Yes,No,Yes,Yes,Yes,No,179.9,2893.18,16
S12190,C12190,Basic,5G,Yes,Yes,Yes,Yes,Yes,No,284.25,11031.67,39
S12191,C12191,Basic,DSL,Yes,Yes,Yes,No,No,No,193.67,5001.83,26
S12192,C12192,Basic,5G,Yes,No,No,Yes,Yes,No,255.22,5896.35,23
S12193,C12193,Plus,DSL,Yes,No,No,Yes,Yes,No,351.71,17331.07,49
S12194,C12194,Plus,Fiber,Yes,Yes,Yes,Yes,No,No,376.74,12469.33,33
S12195,C12195,Plus,5G,Yes,No,No,No,No,Yes,441.61,8876.63,20
S12196,C12196,Basic,Fiber,No,No phone,Yes,No,Yes,Yes,244.85,3842.18,16
S12197,C12197,Ultra,5G,Yes,No,No,Yes,Yes,Yes,585.81,22305.94,38
S12198,C12198,Ultra,No Internet,Yes,No,No,Yes,Yes,Yes,578.33,21501.88,37
S12199,C12199,Basic,Fiber,Yes,No,Yes,Yes,No,No,281.68,4939.3,18
S12200,C12200,Ultra,Fiber,Yes,Yes,Yes,No,Yes,Yes,585.24,9939.44,17
S12201,C12201,Basic,DSL,Yes,Yes,Yes,Yes,No,Yes,192.16,3562.53,19
S12202,C12202,Business,DSL,Yes,Yes,Yes,Yes,No,Yes,736.39,13905.19,19
S12203,C12203,Basic,5G,No,No phone,Yes,No,Yes,Yes,295.64,6105.92,21
S12204,C12204,Basic,DSL,Yes,No,Yes,Yes,No,Yes,216.58,12769.84,58
S12205,C12205,Plus,Fiber,No,No phone,No,No,No,Yes,377.07,20332.41,54
S12206,C12206,Plus,Fiber,Yes,Yes,No,No,No,No,371.26,22347.84,60
S12207,C12207,Basic,No Internet,Yes,No,No,No,Yes,Yes,222.7,6655.84,30
S12208,C12208,Ultra,Fiber,Yes,Yes,No,No,No,Yes,575.84,13742.46,24
S12209,C12209,Ultra,No Internet,No,No phone,No,Yes,Yes,No,494.38,28120.56,57
S12210,C12210,Plus,Fiber,Yes,Yes,No,Yes,Yes,No,442.71,12983.14,29
S12211,C12211,Business,Fiber,Yes,No,No,Yes,No,Yes,801.73,37875.4,47
S12212,C12212,Ultra,5G,Yes,No,No,No,No,Yes,634.43,12702.98,20
S12213,C12213,Plus,Fiber,Yes,Yes,Yes,No,Yes,Yes,393.71,13369.37,34
S12214,C12214,Basic,Fiber,Yes,Yes,Yes,No,No,No,269.18,11572.22,43
S12215,C12215,Plus,DSL,Yes,No,No,No,No,No,265.83,5889.05,22
S12216,C12216,Business,DSL,Yes,No,No,Yes,Yes,No,798.67,11974.86,15
S12217,C12217,Basic,DSL,Yes,Yes,Yes,Yes,Yes,No,204.65,7077.39,34
S12218,C12218,Business,5G,Yes,No,No,No,No,Yes,866.67,15734.35,18
S12219,C12219,Basic,5G,No,No phone,No,Yes,No,No,252.75,6941.52,27
S12220,C12220,Basic,DSL,Yes,No,No,Yes,Yes,No,193.06,8265.69,43
S12221,C12221,Basic,Fiber,Yes,No,Yes,No,Yes,No,245.22,4292.58,17
S12222,C12222,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,402.54,8393.04,21
S12223,C12223,Plus,Fiber,Yes,Yes,No,No,No,No,366.53,9888.5,27
S12224,C12224,Plus,No Internet,Yes,No,Yes,No,Yes,No,279.67,8390.71,30
S12225,C12225,Plus,5G,Yes,Yes,Yes,Yes,No,Yes,482.63,18175.02,38
S12226,C12226,Ultra,No Internet,Yes,Yes,No,No,No,Yes,540.42,30234.31,56
S12227,C12227,Basic,No Internet,Yes,No,Yes,Yes,No,Yes,176.05,3617.8,21
S12228,C12228,Ultra,DSL,Yes,No,Yes,No,Yes,Yes,588.8,32979.03,56
S12229,C12229,Basic,DSL,Yes,No,No,No,No,No,212.67,8170.57,38
S12230,C12230,Basic,DSL,No,No phone,Yes,Yes,Yes,Yes,192.39,7992.56,41
S12231,C12231,Plus,Fiber,Yes,No,Yes,No,Yes,No,444.06,20101.41,45
S12232,C12232,Basic,5G,Yes,No,No,No,No,Yes,257.42,5582.15,22
S12233,C12233,Plus,DSL,Yes,Yes,No,Yes,No,Yes,289.19,16518.13,57
S12234,C12234,Ultra,5G,Yes,Yes,Yes,No,No,Yes,625.09,20053.13,32
S12235,C12235,Basic,5G,Yes,Yes,No,No,Yes,No,308.75,5289.84,17
S12236,C12236,Plus,5G,Yes,No,No,Yes,No,No,411.03,20601.29,50
S12237,C12237,Plus,DSL,Yes,No,Yes,No,No,No,337.53,7248.28,21
S12238,C12238,Plus,DSL,Yes,Yes,No,Yes,Yes,Yes,368.52,7025.32,19
S12239,C12239,Basic,Fiber,Yes,Yes,Yes,No,No,No,218.22,8758.48,40
S12240,C12240,Business,5G,Yes,No,Yes,No,No,Yes,838.84,39565.01,47
S12241,C12241,Basic,DSL,No,No phone,No,No,Yes,Yes,174.92,6968.07,40
S12242,C12242,Plus,DSL,Yes,Yes,No,Yes,Yes,No,375.85,4830.4,13
S12243,C12243,Plus,5G,No,No phone,No,Yes,Yes,No,463.9,13413.09,29
S12244,C12244,Basic,5G,No,No phone,No,No,No,No,264.25,10237.16,38
S12245,C12245,Ultra,DSL,Yes,No,No,No,Yes,Yes,535.18,18134.29,34
S12246,C12246,Plus,Fiber,No,No phone,No,Yes,No,Yes,371.5,9072.24,24
S12247,C12247,Ultra,Fiber,Yes,Yes,Yes,No,Yes,Yes,603.37,15686.15,26
S12248,C12248,Plus,5G,Yes,Yes,No,Yes,No,Yes,427.28,11954.55,28
S12249,C12249,Plus,DSL,Yes,Yes,No,No,No,No,355.22,13531.87,38
S12250,C12250,Basic,DSL,Yes,Yes,Yes,Yes,No,Yes,187.49,9242.05,50
S12251,C12251,Plus,Fiber,Yes,No,Yes,No,No,No,416.86,10347.4,25
S12252,C12252,Plus,DSL,Yes,Yes,Yes,No,Yes,No,325.02,19275.01,59
S12253,C12253,Ultra,DSL,Yes,Yes,No,Yes,Yes,Yes,583.21,22778.29,39
S12254,C12254,Basic,5G,No,No phone,Yes,No,Yes,No,271.71,6858.19,25
S12255,C12255,Ultra,5G,Yes,No,No,No,No,Yes,612.13,31213.03,51
S12256,C12256,Plus,5G,Yes,No,No,Yes,Yes,Yes,425.31,19481.16,46
S12257,C12257,Basic,DSL,No,No phone,No,Yes,No,No,172.93,6244.39,37
S12258,C12258,Basic,5G,Yes,No,Yes,Yes,Yes,Yes,284.48,12838.97,45
S12259,C12259,Basic,5G,No,No phone,No,Yes,Yes,No,273.37,5626.28,21
S12260,C12260,Plus,DSL,Yes,No,Yes,Yes,No,No,311.31,4290.96,14
S12261,C12261,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,364.71,6053.19,17
S12262,C12262,Ultra,Fiber,Yes,Yes,Yes,Yes,No,Yes,571.59,11450.33,20
S12263,C12263,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,267.79,4948.53,18
S12264,C12264,Plus,DSL,Yes,No,No,Yes,No,Yes,281.22,10806.78,38
S12265,C12265,Business,DSL,Yes,Yes,No,Yes,Yes,Yes,750.47,27122.75,36
S12266,C12266,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,553.34,12666.0,23
S12267,C12267,Business,DSL,No,No phone,Yes,Yes,Yes,No,712.72,42763.16,60
S12268,C12268,Business,5G,Yes,No,Yes,No,Yes,No,847.18,32157.36,38
S12269,C12269,Basic,DSL,Yes,Yes,No,Yes,Yes,Yes,165.95,2707.39,17
S12270,C12270,Plus,5G,Yes,Yes,Yes,Yes,No,No,456.83,17429.11,38
S12271,C12271,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,348.72,14623.5,42
S12272,C12272,Ultra,5G,Yes,No,Yes,No,Yes,No,646.14,34947.88,54
S12273,C12273,Plus,DSL,Yes,Yes,Yes,No,No,Yes,350.52,14731.49,42
S12274,C12274,Ultra,5G,Yes,Yes,Yes,No,Yes,Yes,616.35,15295.59,25
S12275,C12275,Business,No Internet,Yes,Yes,Yes,No,No,No,800.94,15929.34,20
S12276,C12276,Plus,DSL,Yes,Yes,Yes,Yes,No,Yes,382.02,21010.92,55
S12277,C12277,Plus,Fiber,Yes,Yes,No,Yes,No,Yes,383.08,16045.32,42
S12278,C12278,Basic,No Internet,Yes,No,No,No,Yes,No,190.83,2352.49,13
S12279,C12279,Plus,5G,Yes,Yes,No,No,No,Yes,410.48,19290.78,47
S12280,C12280,Basic,DSL,No,No phone,No,Yes,No,Yes,226.88,10898.6,48
S12281,C12281,Basic,5G,Yes,No,Yes,No,Yes,Yes,265.61,3779.98,14
S12282,C12282,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,401.79,16464.68,41
S12283,C12283,Ultra,No Internet,Yes,Yes,No,No,Yes,No,507.25,21629.09,43
S12284,C12284,Basic,Fiber,Yes,No,No,No,Yes,Yes,251.71,12849.39,51
S12285,C12285,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,270.93,7540.93,28
S12286,C12286,Plus,Fiber,Yes,Yes,No,Yes,No,No,394.07,8751.78,22
S12287,C12287,Business,Fiber,Yes,No,No,Yes,No,Yes,810.71,18680.04,23
S12288,C12288,Plus,DSL,Yes,Yes,No,Yes,Yes,No,335.58,5164.67,15
S12289,C12289,Business,Fiber,Yes,No,Yes,Yes,Yes,No,801.77,45695.56,57
S12290,C12290,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,388.42,4697.22,12
S12291,C12291,Plus,Fiber,Yes,No,No,No,No,Yes,375.15,22541.68,60
S12292,C12292,Business,DSL,Yes,No,No,No,No,Yes,741.09,17664.15,24
S12293,C12293,Plus,Fiber,Yes,Yes,No,Yes,No,No,372.37,17897.7,48
S12294,C12294,Ultra,No Internet,Yes,No,Yes,Yes,No,No,542.08,8104.53,15
S12295,C12295,Plus,DSL,Yes,Yes,Yes,Yes,Yes,No,322.01,6121.43,19
S12296,C12296,Business,Fiber,Yes,No,No,Yes,Yes,Yes,826.98,14030.67,17
S12297,C12297,Basic,Fiber,Yes,No,No,Yes,No,No,222.13,9078.54,41
S12298,C12298,Ultra,DSL,Yes,No,No,Yes,No,No,517.18,18079.01,35
S12299,C12299,Plus,Fiber,Yes,Yes,No,Yes,Yes,Yes,393.82,22815.06,58
S12300,C12300,Basic,5G,Yes,Yes,No,Yes,Yes,Yes,247.25,4533.47,18
S12301,C12301,Basic,5G,Yes,No,No,Yes,Yes,Yes,258.93,7327.44,29
S12302,C12302,Business,Fiber,Yes,No,No,No,Yes,No,803.93,45226.5,56
S12303,C12303,Ultra,DSL,No,No phone,No,Yes,Yes,No,474.81,15613.56,33
S12304,C12304,Plus,5G,Yes,No,No,Yes,No,No,436.34,23020.84,53
S12305,C12305,Ultra,5G,Yes,No,Yes,No,No,No,612.06,17049.38,28
S12306,C12306,Business,Fiber,No,No phone,Yes,Yes,No,Yes,829.35,19971.68,24
S12307,C12307,Plus,Fiber,Yes,Yes,No,Yes,No,No,387.57,18660.52,48
S12308,C12308,Plus,Fiber,Yes,No,No,No,Yes,No,403.35,8824.76,22
S12309,C12309,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,261.85,8312.54,31
S12310,C12310,Basic,Fiber,Yes,No,Yes,Yes,No,No,244.72,8743.33,36
S12311,C12311,Business,DSL,Yes,No,Yes,No,Yes,No,804.43,39385.13,49
S12312,C12312,Plus,5G,Yes,No,No,No,No,No,420.6,20630.29,49
S12313,C12313,Basic,5G,Yes,Yes,No,Yes,Yes,Yes,275.7,7944.01,29
S12314,C12314,Business,No Internet,No,No phone,No,No,Yes,No,774.61,30273.04,39
S12315,C12315,Basic,5G,Yes,Yes,No,Yes,No,No,281.49,6354.2,22
S12316,C12316,Business,Fiber,Yes,Yes,No,Yes,No,No,824.43,32861.13,40
S12317,C12317,Basic,5G,Yes,Yes,No,No,No,No,259.98,11541.05,44
S12318,C12318,Plus,5G,Yes,No,Yes,Yes,No,Yes,419.94,16558.1,40
S12319,C12319,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,387.73,11354.96,29
S12320,C12320,Basic,Fiber,No,No phone,No,No,No,Yes,219.17,8413.74,38
S12321,C12321,Business,DSL,Yes,Yes,No,Yes,No,No,770.94,37679.85,49
S12322,C12322,Ultra,No Internet,Yes,No,No,No,No,Yes,519.37,29607.81,57
S12323,C12323,Business,Fiber,Yes,No,No,Yes,No,No,848.6,50946.8,60
S12324,C12324,Basic,DSL,Yes,Yes,Yes,No,No,No,186.57,6600.52,36
S12325,C12325,Ultra,DSL,Yes,Yes,No,No,No,Yes,519.7,21254.63,41
S12326,C12326,Plus,Fiber,Yes,Yes,Yes,No,No,Yes,385.09,18371.46,48
S12327,C12327,Business,DSL,Yes,Yes,No,Yes,Yes,Yes,805.92,19235.73,24
S12328,C12328,Ultra,Fiber,Yes,No,Yes,No,Yes,Yes,536.91,30042.89,56
S12329,C12329,Plus,5G,Yes,No,Yes,Yes,No,Yes,428.02,18839.07,44
S12330,C12330,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,463.65,20073.93,43
S12331,C12331,Ultra,DSL,Yes,No,No,No,Yes,Yes,483.72,19800.03,41
S12332,C12332,Business,DSL,Yes,No,Yes,No,Yes,No,781.28,23343.9,30
S12333,C12333,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,420.95,12620.44,30
S12334,C12334,Basic,Fiber,Yes,No,Yes,Yes,No,Yes,269.37,2812.75,11
S12335,C12335,Plus,5G,Yes,No,No,No,No,No,408.96,16359.67,40
S12336,C12336,Ultra,5G,Yes,Yes,No,Yes,Yes,Yes,625.26,26258.09,42
S12337,C12337,Plus,Fiber,Yes,No,No,No,No,Yes,369.81,13264.24,36
S12338,C12338,Plus,5G,Yes,Yes,Yes,Yes,No,Yes,413.84,5861.5,14
S12339,C12339,Plus,5G,Yes,No,Yes,No,No,No,416.97,9222.81,22
S12340,C12340,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,415.95,22894.27,55
S12341,C12341,Ultra,Fiber,Yes,Yes,No,Yes,Yes,Yes,613.22,34997.27,57
S12342,C12342,Business,Fiber,Yes,Yes,No,No,No,Yes,854.15,32497.0,38
S12343,C12343,Ultra,Fiber,Yes,Yes,No,Yes,Yes,No,661.21,23691.27,36
S12344,C12344,Basic,No Internet,Yes,Yes,Yes,No,No,Yes,210.78,3489.33,17
S12345,C12345,Basic,DSL,No,No phone,Yes,No,No,Yes,198.03,3668.99,18
S12346,C12346,Ultra,DSL,Yes,No,No,No,Yes,Yes,533.45,22751.46,43
S12347,C12347,Basic,Fiber,Yes,Yes,No,Yes,No,Yes,233.24,3757.99,16
S12348,C12348,Basic,DSL,Yes,No,Yes,Yes,Yes,No,177.55,2195.39,12
S12349,C12349,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,386.29,7778.21,20
S12350,C12350,Plus,DSL,Yes,No,Yes,No,No,No,345.44,9980.73,29
S12351,C12351,Business,Fiber,Yes,No,No,Yes,Yes,No,857.76,23246.12,27
S12352,C12352,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,255.79,9739.18,38
S12353,C12353,Basic,DSL,No,No phone,No,Yes,No,No,219.87,7694.47,35
S12354,C12354,Plus,No Internet,Yes,Yes,No,Yes,Yes,No,305.57,9977.66,33
S12355,C12355,Basic,5G,Yes,Yes,Yes,No,Yes,No,275.48,6114.43,22
S12356,C12356,Ultra,5G,Yes,No,No,Yes,Yes,No,618.67,8634.42,14
S12357,C12357,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,417.07,13402.62,32
S12358,C12358,Plus,Fiber,Yes,No,Yes,Yes,No,No,407.35,19839.9,49
S12359,C12359,Plus,No Internet,Yes,No,Yes,Yes,Yes,Yes,351.37,19675.84,56
S12360,C12360,Ultra,DSL,Yes,No,No,No,No,No,581.91,29735.49,51
S12361,C12361,Basic,Fiber,Yes,Yes,No,No,Yes,No,242.37,13750.51,57
S12362,C12362,Basic,5G,Yes,No,No,Yes,Yes,No,269.88,16047.58,59
S12363,C12363,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,393.01,21321.42,54
S12364,C12364,Basic,Fiber,Yes,No,No,No,Yes,Yes,254.7,7536.15,30
S12365,C12365,Business,Fiber,Yes,Yes,Yes,No,No,Yes,802.21,16097.14,20
S12366,C12366,Business,DSL,Yes,No,No,No,No,Yes,783.63,35998.83,46
S12367,C12367,Business,5G,Yes,Yes,No,Yes,Yes,No,844.06,20970.68,25
S12368,C12368,Ultra,Fiber,Yes,No,Yes,Yes,Yes,No,576.25,31206.48,54
S12369,C12369,Basic,5G,Yes,No,Yes,No,No,Yes,240.81,6972.26,29
S12370,C12370,Basic,5G,No,No phone,No,Yes,No,No,292.78,14320.03,49
S12371,C12371,Basic,5G,Yes,No,Yes,No,Yes,No,289.08,11815.79,41
S12372,C12372,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,371.78,18274.77,49
S12373,C12373,Plus,5G,Yes,No,No,No,Yes,No,442.05,22925.87,52
S12374,C12374,Ultra,Fiber,Yes,Yes,No,Yes,No,No,623.64,8100.97,13
S12375,C12375,Ultra,No Internet,Yes,Yes,Yes,No,No,No,512.34,10831.04,21
S12376,C12376,Basic,DSL,No,No phone,No,No,Yes,Yes,176.61,6950.67,39
S12377,C12377,Basic,5G,No,No phone,No,No,No,Yes,256.91,6836.43,26
S12378,C12378,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,373.93,19099.95,51
S12379,C12379,Business,5G,Yes,Yes,No,No,No,Yes,850.85,25522.07,30
S12380,C12380,Plus,DSL,Yes,No,No,Yes,No,Yes,317.21,17525.75,55
S12381,C12381,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,352.28,4609.03,13
S12382,C12382,Plus,5G,Yes,Yes,No,No,Yes,Yes,401.19,21720.34,54
S12383,C12383,Basic,Fiber,Yes,No,No,Yes,Yes,No,280.37,11189.9,40
S12384,C12384,Ultra,DSL,Yes,No,No,Yes,Yes,No,484.81,12099.22,25
S12385,C12385,Basic,Fiber,No,No phone,No,Yes,No,Yes,231.9,10259.62,44
S12386,C12386,Basic,Fiber,No,No phone,No,No,Yes,No,262.65,12663.82,48
S12387,C12387,Basic,Fiber,Yes,Yes,Yes,No,Yes,No,264.26,12915.53,49
S12388,C12388,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,No,405.88,14616.2,36
S12389,C12389,Ultra,No Internet,Yes,Yes,Yes,No,Yes,Yes,556.56,30555.57,55
S12390,C12390,Plus,Fiber,Yes,No,No,Yes,No,No,398.1,15532.33,39
S12391,C12391,Basic,No Internet,Yes,No,No,Yes,Yes,No,189.27,8543.55,46
S12392,C12392,Plus,Fiber,Yes,Yes,No,No,No,No,351.69,10172.63,29
S12393,C12393,Plus,Fiber,Yes,No,No,Yes,No,No,358.21,15281.37,43
S12394,C12394,Business,DSL,Yes,Yes,No,Yes,Yes,Yes,770.01,14654.43,19
S12395,C12395,Plus,DSL,Yes,No,No,Yes,Yes,No,285.14,7169.58,25
S12396,C12396,Basic,Fiber,No,No phone,Yes,Yes,No,Yes,270.23,12666.74,47
S12397,C12397,Ultra,DSL,Yes,Yes,Yes,Yes,No,No,497.3,25895.84,52
S12398,C12398,Business,Fiber,Yes,No,No,Yes,No,Yes,816.52,12311.79,15
S12399,C12399,Ultra,DSL,No,No phone,Yes,No,Yes,Yes,552.66,23711.7,43
S12400,C12400,Basic,DSL,Yes,No,No,No,Yes,Yes,178.79,8583.31,48
S12401,C12401,Plus,5G,Yes,No,No,Yes,No,No,471.97,5558.86,12
S12402,C12402,Basic,Fiber,Yes,Yes,Yes,No,No,No,277.03,4493.19,16
S12403,C12403,Basic,5G,No,No phone,No,No,Yes,Yes,284.69,14338.37,50
S12404,C12404,Plus,DSL,Yes,Yes,No,No,No,No,305.35,10076.04,33
S12405,C12405,Basic,Fiber,Yes,Yes,No,No,No,Yes,270.77,14719.24,54
S12406,C12406,Plus,No Internet,Yes,Yes,No,No,Yes,Yes,330.73,4293.7,13
S12407,C12407,Ultra,Fiber,Yes,Yes,No,No,Yes,No,583.18,33869.1,58
S12408,C12408,Plus,5G,Yes,No,Yes,Yes,Yes,No,453.58,5932.22,13
S12409,C12409,Plus,DSL,Yes,Yes,No,No,Yes,No,353.38,14733.3,42
S12410,C12410,Ultra,No Internet,Yes,Yes,Yes,Yes,Yes,No,544.17,16267.25,30
S12411,C12411,Business,5G,Yes,No,Yes,No,No,No,873.58,48851.64,56
S12412,C12412,Plus,5G,Yes,Yes,Yes,No,Yes,No,426.09,8051.57,19
S12413,C12413,Business,5G,No,No phone,No,No,Yes,Yes,840.92,20262.47,24
S12414,C12414,Basic,5G,Yes,No,Yes,Yes,No,Yes,242.83,12392.56,51
S12415,C12415,Plus,Fiber,Yes,Yes,Yes,No,No,Yes,423.01,7316.15,17
S12416,C12416,Business,No Internet,Yes,Yes,No,No,Yes,Yes,776.26,20905.97,27
S12417,C12417,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,373.34,21354.46,57
S12418,C12418,Basic,5G,Yes,No,No,Yes,Yes,Yes,329.21,12249.25,37
S12419,C12419,Ultra,Fiber,No,No phone,Yes,Yes,Yes,Yes,562.27,19182.47,34
S12420,C12420,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,208.19,7551.88,36
S12421,C12421,Ultra,No Internet,Yes,No,Yes,No,No,No,537.77,20524.22,38
S12422,C12422,Plus,Fiber,Yes,Yes,No,No,Yes,No,342.33,15416.55,45
S12423,C12423,Plus,5G,Yes,Yes,No,Yes,Yes,Yes,445.74,8398.23,19
S12424,C12424,Plus,DSL,Yes,Yes,No,No,No,Yes,289.47,15066.04,52
S12425,C12425,Ultra,5G,Yes,No,No,No,No,Yes,600.29,30630.29,51
S12426,C12426,Ultra,Fiber,Yes,No,No,Yes,Yes,No,594.61,29751.95,50
S12427,C12427,Business,No Internet,Yes,Yes,No,Yes,Yes,No,719.89,13122.55,18
S12428,C12428,Plus,No Internet,Yes,Yes,Yes,No,Yes,No,356.4,9327.94,26
S12429,C12429,Ultra,Fiber,Yes,No,No,Yes,No,Yes,595.17,14898.92,25
S12430,C12430,Basic,5G,No,No phone,No,No,No,No,261.69,7016.63,27
S12431,C12431,Basic,5G,Yes,Yes,No,Yes,Yes,No,257.4,14247.11,55
S12432,C12432,Ultra,Fiber,Yes,Yes,No,Yes,No,No,624.45,27577.44,44
S12433,C12433,Basic,No Internet,Yes,Yes,Yes,Yes,No,No,184.09,5276.32,29
S12434,C12434,Business,Fiber,Yes,Yes,No,Yes,Yes,Yes,815.68,11413.34,14
S12435,C12435,Plus,5G,No,No phone,No,Yes,No,Yes,440.12,6974.83,16
S12436,C12436,Basic,Fiber,Yes,No,Yes,No,Yes,No,277.05,15598.14,56
S12437,C12437,Ultra,DSL,Yes,No,No,No,No,Yes,567.42,12046.62,21
S12438,C12438,Plus,DSL,Yes,Yes,No,No,Yes,Yes,319.04,13294.88,42
S12439,C12439,Plus,5G,Yes,Yes,Yes,Yes,No,No,448.83,5532.09,12
S12440,C12440,Ultra,Fiber,No,No phone,No,Yes,No,Yes,629.22,17598.54,28
S12441,C12441,Plus,DSL,Yes,Yes,Yes,No,No,Yes,360.58,12461.93,35
S12442,C12442,Plus,DSL,Yes,Yes,No,Yes,Yes,Yes,343.74,17896.44,52
S12443,C12443,Plus,DSL,No,No phone,No,Yes,No,Yes,259.25,11896.24,46
S12444,C12444,Plus,DSL,Yes,No,Yes,No,No,No,297.9,12821.15,43
S12445,C12445,Plus,DSL,Yes,Yes,No,No,No,Yes,336.77,16313.26,49
S12446,C12446,Plus,DSL,Yes,Yes,Yes,No,No,Yes,332.38,6028.61,18
S12447,C12447,Basic,Fiber,No,No phone,No,Yes,No,No,271.8,14918.33,55
S12448,C12448,Plus,DSL,Yes,No,Yes,Yes,Yes,No,321.79,15507.38,48
S12449,C12449,Plus,No Internet,Yes,No,Yes,No,No,No,341.25,19467.88,57
S12450,C12450,Basic,5G,No,No phone,Yes,Yes,Yes,Yes,253.58,3188.1,13
S12451,C12451,Basic,Fiber,Yes,No,No,No,Yes,Yes,231.75,5140.73,23
S12452,C12452,Plus,DSL,Yes,Yes,Yes,Yes,Yes,No,363.11,11301.79,31
S12453,C12453,Basic,5G,Yes,Yes,No,No,Yes,Yes,291.17,14805.18,51
S12454,C12454,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,278.5,12888.48,46
S12455,C12455,Ultra,Fiber,Yes,Yes,No,No,Yes,No,587.68,28268.64,48
S12456,C12456,Basic,Fiber,Yes,Yes,Yes,No,Yes,Yes,253.69,2583.6,10
S12457,C12457,Ultra,DSL,Yes,Yes,Yes,Yes,Yes,Yes,536.75,20956.84,39
S12458,C12458,Business,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,823.45,14745.87,18
S12459,C12459,Basic,Fiber,Yes,No,No,Yes,Yes,Yes,261.54,9952.38,38
S12460,C12460,Basic,Fiber,Yes,No,Yes,Yes,No,Yes,271.38,12002.54,44
S12461,C12461,Basic,5G,Yes,No,Yes,No,Yes,No,329.36,11472.97,35
S12462,C12462,Plus,DSL,Yes,No,Yes,No,Yes,Yes,330.12,15179.42,46
S12463,C12463,Ultra,5G,Yes,Yes,Yes,Yes,No,No,574.83,20650.16,36
