customer_id,month,calls_minutes,sms_count,data_gb,roaming_gb,app_usage_hours,downtime_hours,slow_days
C12498,2024-02,514,59,67.2,0.5,89.4,0.4,2
C12498,2024-03,321,187,71.3,0.6,62.7,0.0,1
C12498,2024-04,590,78,57.0,2.0,77.9,0.8,1
C12498,2024-05,345,271,68.5,0.1,56.1,0.2,0
C12498,2024-06,417,123,58.8,3.2,45.1,1.6,1
C12498,2024-07,536,144,52.2,1.4,85.5,0.5,0
C12498,2024-08,351,208,64.0,1.5,69.0,0.6,2
C12498,2024-09,427,140,53.3,0.8,65.9,0.5,1
C12498,2024-10,293,270,61.8,0.6,51.5,0.2,0
C12498,2024-11,578,230,41.6,0.1,70.4,0.4,1
C12498,2024-12,495,170,73.0,0.1,40.6,0.1,1
C12499,2024-01,402,161,40.9,0.3,43.2,0.1,0
C12499,2024-02,607,102,77.4,0.3,61.0,0.9,0
C12499,2024-03,346,182,43.7,0.3,76.8,1.5,1
C12499,2024-04,674,204,60.6,0.3,71.5,0.4,1
C12499,2024-05,325,96,55.3,0.8,68.8,0.2,0
C12499,2024-06,384,84,33.5,0.7,73.2,1.2,0
C12499,2024-07,443,44,56.4,1.7,19.6,0.2,0
C12499,2024-08,367,114,48.5,1.1,71.8,0.6,1
C12499,2024-09,568,68,41.5,1.7,64.9,0.8,1
C12499,2024-10,475,123,43.0,0.1,57.3,1.0,0
C12499,2024-11,379,267,44.3,1.3,57.4,0.7,1
C12499,2024-12,585,59,44.4,1.4,76.1,0.2,1
C12500,2024-01,606,240,64.8,0.1,61.6,0.1,0
C12500,2024-02,559,135,56.0,0.0,31.4,1.0,2
C12500,2024-03,547,191,64.5,0.7,35.3,0.6,2
C12500,2024-04,479,74,66.6,1.0,58.4,1.4,1
C12500,2024-05,370,118,47.4,0.6,76.5,5.0,0
C12500,2024-06,439,194,82.9,1.2,69.2,0.0,4
C12500,2024-07,526,256,54.3,0.8,70.8,2.4,1
C12500,2024-08,533,144,60.2,1.4,44.0,0.9,1
C12500,2024-09,572,173,91.0,0.7,60.7,1.4,4
C12500,2024-10,431,194,65.8,2.0,82.0,0.8,0
C12500,2024-11,394,268,61.3,0.1,58.5,0.7,1
C12500,2024-12,500,151,62.3,0.2,71.7,1.1,2
C12501,2024-01,345,142,32.6,0.1,31.6,1.9,0
C12501,2024-02,376,125,36.4,0.7,45.7,0.1,3
C12501,2024-03,477,111,43.7,0.7,35.6,0.4,2
C12501,2024-04,549,112,35.8,0.4,51.3,0.1,0
C12501,2024-05,348,112,12.5,0.2,54.6,0.0,1
C12501,2024-06,377,105,41.9,0.2,35.8,0.7,0
C12501,2024-07,53,260,17.1,0.1,42.2,1.0,0
C12501,2024-08,268,135,34.5,0.9,42.0,0.9,1
C12501,2024-09,281,194,35.5,0.0,61.4,0.4,1
C12501,2024-10,307,188,40.2,0.0,45.9,0.6,1
C12501,2024-11,74,156,21.5,2.2,57.6,1.6,0
C12501,2024-12,427,154,33.1,0.7,26.2,1.6,0
C12502,2024-01,393,222,58.1,0.7,34.6,0.3,0
C12502,2024-02,152,69,32.3,0.8,74.4,0.1,0
C12502,2024-03,514,91,38.3,0.8,53.8,0.2,0
C12502,2024-04,263,169,52.5,0.7,36.8,1.7,1
C12502,2024-05,380,362,39.1,0.1,19.4,0.8,2
C12502,2024-06,267,112,20.5,0.6,39.7,0.1,1
C12502,2024-07,301,253,32.6,1.0,49.4,0.1,1
C12502,2024-08,357,169,45.6,0.3,21.1,0.8,2
C12502,2024-09,92,74,18.1,0.5,31.5,1.0,0
C12502,2024-10,388,134,16.8,2.0,34.1,0.1,1
C12502,2024-11,394,174,30.0,0.2,77.9,0.1,1
C12502,2024-12,414,194,59.7,0.1,24.2,0.3,0
C12503,2024-01,207,332,45.5,0.0,26.6,0.6,0
C12503,2024-02,320,146,21.9,1.1,44.9,1.0,3
C12503,2024-03,370,121,57.6,0.1,82.5,0.6,3
C12503,2024-04,463,108,45.4,0.7,35.5,0.0,0
C12503,2024-05,271,0,55.5,0.8,40.1,1.7,0
C12503,2024-06,351,78,41.2,1.2,47.6,1.1,2
C12503,2024-07,203,0,44.1,0.3,41.0,1.0,1
C12503,2024-08,243,242,59.8,1.3,76.2,1.1,0
C12503,2024-09,393,211,65.4,1.0,84.4,0.1,3
C12503,2024-10,454,118,68.4,0.6,37.3,0.2,2
C12503,2024-11,370,206,24.9,0.3,31.9,1.4,0
C12503,2024-12,138,62,45.2,0.1,37.9,0.7,2
C12504,2024-01,428,111,44.7,0.7,50.5,0.6,1
C12504,2024-02,334,94,28.8,0.2,31.3,0.3,3
C12504,2024-03,442,118,64.4,0.9,32.3,0.4,1
C12504,2024-04,680,207,70.7,0.5,54.2,0.0,2
C12504,2024-05,229,145,69.1,0.5,51.5,4.7,2
C12504,2024-06,286,212,44.1,0.0,37.9,0.0,5
C12504,2024-07,189,71,49.5,0.4,40.4,0.9,1
C12504,2024-08,375,206,60.3,2.9,56.9,0.5,2
C12504,2024-09,421,203,39.5,0.1,33.5,1.1,4
C12504,2024-10,363,120,37.0,0.6,58.9,0.0,2
C12504,2024-11,387,202,44.4,1.1,59.0,0.1,1
C12504,2024-12,487,90,43.4,0.8,28.1,2.2,1
C12505,2024-01,470,167,36.2,0.3,56.7,0.2,3
C12505,2024-02,344,122,27.6,0.4,46.9,1.3,2
C12505,2024-03,513,113,49.0,1.5,80.9,3.0,3
C12505,2024-04,219,73,37.8,0.1,39.5,0.6,1
C12505,2024-05,167,318,48.7,0.2,65.6,0.1,2
C12505,2024-06,490,173,58.3,0.2,28.6,0.2,1
C12505,2024-07,341,170,38.4,0.6,66.1,2.4,3
C12505,2024-08,138,107,42.2,1.6,40.1,0.8,0
C12505,2024-09,237,16,42.5,0.2,27.0,0.3,2
C12505,2024-10,458,134,41.4,1.0,55.2,0.0,1
C12505,2024-11,348,164,40.9,1.5,37.9,1.0,0
C12505,2024-12,303,88,45.2,0.5,52.2,5.0,3
C12506,2024-01,539,55,43.8,0.8,38.3,0.0,3
C12506,2024-02,378,60,46.7,2.7,54.4,0.5,0
C12506,2024-03,206,47,35.8,1.6,61.4,0.3,2
C12506,2024-04,277,166,44.5,0.3,53.7,3.2,1
C12506,2024-05,199,206,42.1,1.3,40.1,0.0,0
C12506,2024-06,303,245,33.2,1.1,46.3,0.1,2
C12506,2024-07,474,201,23.5,0.6,37.8,0.1,0
C12506,2024-08,454,112,59.3,0.6,30.3,0.2,2
C12506,2024-09,428,123,35.5,3.0,35.2,0.1,2
C12506,2024-10,347,130,57.0,0.2,40.4,0.3,1
C12506,2024-11,268,88,15.0,0.6,74.2,0.7,4
C12506,2024-12,256,37,24.1,0.8,23.4,0.6,1
C12507,2024-01,435,203,44.4,0.2,109.5,1.6,0
C12507,2024-02,504,86,80.7,0.3,61.9,1.7,2
C12507,2024-03,480,126,64.5,0.6,56.3,0.2,1
C12507,2024-04,547,111,54.7,1.0,53.8,0.1,1
C12507,2024-05,496,142,73.3,0.6,76.2,0.9,2
C12507,2024-06,401,182,62.4,0.3,61.1,0.6,2
C12507,2024-07,427,48,62.8,0.1,89.2,0.8,1
C12507,2024-08,377,226,42.8,1.0,76.4,0.7,1
C12507,2024-09,303,96,56.1,1.2,92.2,0.9,3
C12507,2024-10,489,128,52.6,1.6,66.5,0.0,0
C12507,2024-11,606,115,59.7,1.6,92.4,0.2,0
C12507,2024-12,189,20,67.0,0.7,55.7,0.9,0
C12508,2024-01,460,148,43.1,1.7,48.1,0.3,1
C12508,2024-02,180,35,29.5,0.5,105.3,1.0,0
C12508,2024-03,353,59,42.0,0.3,29.1,0.8,0
C12508,2024-04,540,188,21.4,0.0,37.8,0.1,0
C12508,2024-05,377,125,34.9,0.7,41.1,0.2,0
C12508,2024-06,382,104,58.2,1.0,33.5,1.9,2
C12508,2024-07,480,111,63.6,0.3,43.7,0.8,1
C12508,2024-08,209,216,37.7,0.0,46.3,1.3,0
C12508,2024-09,292,224,19.3,4.5,47.0,0.0,1
C12508,2024-10,401,87,53.5,0.3,29.1,0.2,1
C12508,2024-11,265,153,42.9,0.9,32.3,0.1,0
C12508,2024-12,347,167,25.4,1.6,51.7,1.2,1
C12509,2024-01,374,127,76.2,0.1,60.8,1.8,1
C12509,2024-02,242,22,38.9,0.3,8.4,0.1,3
C12509,2024-03,419,166,53.1,2.8,58.9,0.4,1
C12509,2024-04,82,145,55.1,0.1,36.3,0.2,0
C12509,2024-05,390,158,45.2,1.0,33.5,0.4,0
C12509,2024-06,429,112,34.7,0.0,45.1,0.5,1
C12509,2024-07,163,165,39.3,0.7,72.6,1.5,4
C12509,2024-08,305,52,50.0,0.5,36.0,0.7,1
C12509,2024-09,383,170,62.4,1.5,68.6,2.5,1
C12509,2024-10,212,207,50.0,0.7,41.0,0.0,2
C12509,2024-11,341,235,35.6,0.0,60.5,0.2,1
C12509,2024-12,217,120,61.3,2.4,33.6,1.6,1
C12510,2024-01,497,276,38.9,1.6,38.8,0.0,1
C12510,2024-02,528,159,46.4,0.5,77.8,0.0,0
C12510,2024-03,328,157,61.3,0.5,85.7,0.4,1
C12510,2024-04,455,266,36.0,0.5,67.8,0.8,0
C12510,2024-05,463,18,37.4,0.5,60.8,0.5,0
C12510,2024-06,456,55,43.8,0.0,64.9,0.4,0
C12510,2024-07,247,153,54.8,0.3,71.5,1.5,0
C12510,2024-08,416,31,64.1,1.1,63.5,0.0,1
C12510,2024-09,452,147,43.5,0.3,62.6,0.0,1
C12510,2024-10,366,172,41.2,3.1,46.6,0.5,0
C12510,2024-11,408,165,54.0,0.3,62.7,1.5,1
C12510,2024-12,315,98,60.7,1.7,76.4,0.5,0
C12511,2024-01,122,139,23.2,0.3,47.3,0.3,1
C12511,2024-02,233,181,47.8,0.8,45.2,0.2,1
C12511,2024-03,418,0,31.7,0.1,72.9,0.1,0
C12511,2024-04,213,260,50.4,0.4,17.3,0.1,0
C12511,2024-05,241,1,33.4,1.5,59.7,0.0,1
C12511,2024-06,313,43,30.1,0.0,30.0,0.4,0
C12511,2024-07,513,98,24.4,0.7,29.3,0.6,1
C12511,2024-08,97,121,37.5,0.2,13.3,1.5,4
C12511,2024-09,561,107,31.4,2.4,47.9,0.3,0
C12511,2024-10,378,105,55.2,0.6,46.1,0.1,1
C12511,2024-11,287,203,48.2,0.2,42.6,0.2,0
C12511,2024-12,143,106,14.9,0.8,12.5,0.6,0
C12512,2024-01,215,253,37.4,1.2,63.9,0.3,2
C12512,2024-02,265,125,24.3,1.8,39.5,0.4,1
C12512,2024-03,418,207,49.8,1.3,77.1,0.2,0
C12512,2024-04,489,70,46.4,0.9,69.9,0.6,0
C12512,2024-05,370,176,52.1,0.1,14.3,0.8,1
C12512,2024-06,286,145,23.3,0.1,67.6,0.7,3
C12512,2024-07,300,152,33.2,0.1,44.0,0.0,0
C12512,2024-08,120,104,38.5,1.1,60.5,0.7,2
C12512,2024-09,344,203,23.4,0.2,33.7,0.0,0
C12512,2024-10,229,110,31.4,0.2,56.2,0.0,1
C12512,2024-11,459,62,42.0,0.1,62.4,0.1,0
C12512,2024-12,288,95,13.3,1.3,31.7,0.1,2
C12513,2024-01,470,165,25.8,0.6,51.8,2.1,0
C12513,2024-02,379,15,66.5,0.0,40.6,0.9,0
C12513,2024-03,538,192,37.1,1.5,44.4,0.8,0
C12513,2024-04,251,203,40.9,0.4,33.8,0.2,1
C12513,2024-05,195,30,32.6,0.9,65.9,0.1,0
C12513,2024-06,337,195,37.7,1.4,39.7,0.0,2
C12513,2024-07,86,141,36.4,0.2,64.6,0.1,1
C12513,2024-08,398,13,75.6,0.2,85.4,0.9,0
C12513,2024-09,144,179,24.1,0.5,35.2,0.5,0
C12513,2024-10,273,47,33.7,0.1,36.5,0.0,2
C12513,2024-11,297,89,54.3,0.5,29.2,1.0,0
C12513,2024-12,352,124,30.2,0.6,47.2,0.7,1
C12514,2024-01,236,118,54.2,0.1,29.3,1.5,0
C12514,2024-02,375,70,32.0,0.6,37.5,2.8,0
C12514,2024-03,378,139,69.6,0.7,66.3,0.0,1
C12514,2024-04,438,237,33.0,1.0,41.1,0.0,1
C12514,2024-05,390,130,32.0,0.7,39.8,2.0,0
C12514,2024-06,227,59,36.8,0.3,51.4,1.0,1
C12514,2024-07,172,160,48.1,0.0,72.9,0.6,0
C12514,2024-08,391,197,49.8,0.4,51.8,0.3,1
C12514,2024-09,300,115,37.7,1.4,48.0,0.8,0
C12514,2024-10,125,132,35.4,0.9,30.6,1.1,1
C12514,2024-11,324,220,65.4,0.7,18.3,0.3,2
C12514,2024-12,267,86,19.3,0.8,27.1,0.9,2
C12515,2024-01,327,119,21.2,0.9,45.4,2.1,0
C12515,2024-02,210,160,41.4,0.5,67.3,0.1,1
C12515,2024-03,373,283,38.5,0.0,37.3,0.6,1
C12515,2024-04,441,197,31.9,0.3,46.2,0.9,0
C12515,2024-05,117,92,29.9,0.2,73.1,0.7,0
C12515,2024-06,400,284,31.8,0.6,72.5,0.1,4
C12515,2024-07,289,178,52.6,0.7,52.1,0.2,1
C12515,2024-08,195,132,28.8,0.7,0.0,0.2,1
C12515,2024-09,240,81,34.9,0.4,18.1,0.4,2
C12515,2024-10,325,181,36.0,1.3,14.6,0.6,1
C12515,2024-11,390,44,60.5,0.6,38.8,0.4,0
C12515,2024-12,329,64,22.1,1.4,9.2,0.1,2
C12516,2024-01,352,69,43.5,0.7,49.2,0.5,1
C12516,2024-02,224,176,61.0,0.4,55.6,1.4,1
C12516,2024-03,259,179,43.0,1.1,83.7,0.3,1
C12516,2024-04,260,311,23.5,0.3,23.8,1.3,3
C12516,2024-05,491,93,39.8,0.8,59.1,0.6,0
C12516,2024-06,253,87,37.5,3.1,22.3,0.6,1
C12516,2024-07,427,12,39.7,1.8,49.0,0.2,0
C12516,2024-08,363,69,30.1,0.5,59.3,0.1,1
C12516,2024-09,331,124,21.5,3.6,52.1,0.9,1
C12516,2024-10,528,182,45.4,1.2,41.3,0.6,0
C12516,2024-11,339,118,55.0,1.5,38.8,0.1,1
C12516,2024-12,379,143,19.0,0.7,36.0,0.1,2
C12517,2024-01,634,156,38.4,1.0,50.4,0.3,1
C12517,2024-02,503,217,51.5,0.1,56.8,1.7,0
C12517,2024-03,407,232,64.8,0.8,58.8,0.5,0
C12517,2024-04,428,219,46.4,1.3,84.0,0.1,1
C12517,2024-05,380,245,27.8,0.0,74.8,0.2,1
C12517,2024-06,549,250,56.9,0.1,62.7,0.6,1
C12517,2024-07,425,111,47.4,0.5,52.7,0.3,0
C12517,2024-08,470,115,56.3,0.1,79.1,0.3,1
C12517,2024-09,311,148,40.6,0.2,80.8,0.1,0
C12517,2024-10,276,114,60.3,0.5,69.5,0.3,1
C12517,2024-11,345,51,49.3,0.2,76.8,0.1,0
C12517,2024-12,514,73,63.4,0.5,86.8,1.0,1
C12518,2024-01,237,43,44.1,0.1,0.3,0.1,3
C12518,2024-02,321,128,33.7,3.6,56.3,1.0,1
C12518,2024-03,475,156,37.7,2.2,44.0,0.1,1
C12518,2024-04,353,140,47.2,0.5,37.4,0.1,1
C12518,2024-05,269,82,28.0,0.7,39.9,1.0,2
C12518,2024-06,231,129,26.3,2.2,61.6,0.0,0
C12518,2024-07,190,152,35.3,0.4,56.9,0.3,0
C12518,2024-08,295,228,33.0,0.2,67.9,1.3,0
C12518,2024-09,321,233,40.4,1.1,52.6,0.8,0
C12518,2024-10,492,165,49.5,1.7,49.1,0.3,0
C12518,2024-11,233,171,38.4,0.1,24.6,0.2,0
C12518,2024-12,293,124,59.5,1.0,41.4,0.6,1
C12519,2024-01,292,263,39.1,0.1,29.0,1.5,0
C12519,2024-02,203,107,46.9,1.8,81.4,0.8,0
C12519,2024-03,199,186,0.5,1.6,45.2,0.1,0
C12519,2024-04,101,219,34.7,0.6,43.0,0.1,0
C12519,2024-05,121,87,39.3,0.1,45.8,0.5,1
C12519,2024-06,374,59,20.8,0.3,54.8,0.5,1
C12519,2024-07,358,146,51.6,0.4,40.6,0.1,0
C12519,2024-08,257,0,39.6,3.3,18.1,0.8,1
C12519,2024-09,80,205,37.7,0.7,53.5,1.1,0
C12519,2024-10,230,211,35.2,2.1,52.6,0.4,0
C12519,2024-11,263,168,32.9,0.3,21.8,0.2,1
C12519,2024-12,244,81,29.8,1.4,14.3,0.8,1
C12520,2024-01,530,8,14.2,0.5,20.1,0.1,0
C12520,2024-02,288,108,46.7,2.8,56.4,0.9,2
C12520,2024-03,258,0,28.2,1.2,54.0,0.2,0
C12520,2024-04,232,228,46.2,0.8,40.8,0.0,0
C12520,2024-05,48,128,21.7,0.1,9.3,0.1,0
C12520,2024-06,251,137,39.1,0.5,46.4,0.1,0
C12520,2024-07,226,83,38.2,0.1,63.9,0.3,2
C12520,2024-08,409,187,38.0,0.8,22.3,0.8,3
C12520,2024-09,307,234,58.0,0.2,44.5,1.4,2
C12520,2024-10,194,174,47.2,0.1,42.1,0.4,1
C12520,2024-11,534,125,44.3,1.3,18.5,0.6,3
C12520,2024-12,334,215,37.6,6.8,32.1,0.2,3
C12521,2024-01,227,30,38.3,0.0,51.5,0.8,0
C12521,2024-02,313,50,33.3,0.7,42.2,1.3,0
C12521,2024-03,359,142,11.5,1.1,13.7,0.4,0
C12521,2024-04,463,132,55.1,0.9,21.0,0.1,2
C12521,2024-05,342,57,50.7,0.2,44.3,0.2,0
C12521,2024-06,248,81,30.5,0.5,49.7,0.2,1
C12521,2024-07,312,0,31.8,0.6,29.7,0.9,1
C12521,2024-08,318,145,31.1,0.3,40.9,2.0,0
C12521,2024-09,520,167,33.2,0.7,60.3,1.5,0
C12521,2024-10,246,19,37.9,1.9,38.2,0.3,0
C12521,2024-11,429,207,21.4,1.3,39.7,0.1,0
C12521,2024-12,326,110,35.3,0.4,53.6,0.8,1
C12522,2024-01,260,40,26.1,1.1,61.4,0.4,0
C12522,2024-02,150,128,39.6,1.9,34.2,0.3,0
C12522,2024-03,350,233,52.3,0.0,27.4,0.7,1
C12522,2024-04,333,186,45.3,0.3,23.8,1.3,0
C12522,2024-05,505,121,32.0,0.2,40.3,1.1,0
C12522,2024-06,308,126,58.0,2.9,75.2,1.3,0
C12522,2024-07,398,62,49.1,1.0,39.7,0.0,0
C12522,2024-08,449,84,16.7,0.3,41.0,1.1,0
C12522,2024-09,372,238,59.1,0.4,41.8,0.2,0
C12522,2024-10,418,18,32.4,0.9,46.2,0.5,0
C12522,2024-11,234,22,57.5,0.8,41.4,0.4,1
C12522,2024-12,290,137,34.8,0.2,65.0,2.2,1
C12523,2024-01,485,294,31.2,0.0,46.7,1.7,1
C12523,2024-02,362,215,17.0,1.1,43.1,0.1,1
C12523,2024-03,246,149,22.7,1.1,29.0,0.4,1
C12523,2024-04,322,123,53.4,1.0,61.1,2.0,2
C12523,2024-05,349,182,36.9,0.9,55.3,1.0,1
C12523,2024-06,316,281,20.2,1.5,48.6,0.6,1
C12523,2024-07,353,46,53.3,3.3,23.4,0.2,0
C12523,2024-08,205,216,42.2,0.1,71.5,1.5,1
C12523,2024-09,316,253,24.6,0.0,56.1,0.1,1
C12523,2024-10,284,109,28.5,0.1,37.2,0.3,0
C12523,2024-11,172,83,47.9,0.6,58.5,0.1,1
C12523,2024-12,189,149,51.6,0.4,93.7,0.5,3
C12524,2024-01,398,231,44.1,1.8,45.7,0.7,1
C12524,2024-02,443,104,76.3,0.3,85.3,0.6,0
C12524,2024-03,510,25,67.2,0.4,75.5,0.2,1
C12524,2024-04,600,133,60.4,1.5,48.6,1.6,0
C12524,2024-05,557,103,78.8,1.0,76.5,1.1,0
C12524,2024-06,532,77,37.5,1.2,78.0,0.4,0
C12524,2024-07,223,72,67.5,1.8,98.0,0.3,0
C12524,2024-08,356,170,56.0,1.3,22.8,1.0,0
C12524,2024-09,467,122,52.0,1.7,71.0,0.5,0
C12524,2024-10,490,113,44.1,0.8,83.4,0.1,1
C12524,2024-11,596,98,30.3,0.6,61.1,0.0,0
C12524,2024-12,558,184,62.9,0.4,98.3,0.6,1
C12525,2024-01,454,114,57.5,1.1,100.5,4.4,1
C12525,2024-02,534,52,69.5,0.5,61.8,0.4,2
C12525,2024-03,355,222,88.8,0.2,58.6,1.1,3
C12525,2024-04,465,145,69.4,0.7,50.9,0.5,2
C12525,2024-05,382,225,60.4,1.4,62.1,1.1,3
C12525,2024-06,400,137,82.0,1.4,44.5,2.9,1
C12525,2024-07,377,208,71.0,0.3,59.1,0.0,1
C12525,2024-08,549,116,92.2,0.1,69.2,1.0,1
C12525,2024-09,591,159,37.1,0.4,8.3,0.7,3
C12525,2024-10,313,167,45.4,0.9,92.6,2.0,1
C12525,2024-11,432,182,46.5,0.8,76.2,4.4,3
C12525,2024-12,583,228,54.9,0.2,52.1,1.1,2
C12526,2024-01,408,156,22.5,2.8,96.4,0.5,0
C12526,2024-02,160,96,0.5,0.3,48.0,0.1,0
C12526,2024-03,516,133,21.0,0.8,59.7,0.1,0
C12526,2024-04,424,267,21.6,0.3,47.9,0.6,0
C12526,2024-05,519,242,38.5,0.0,51.8,1.8,1
C12526,2024-06,440,134,32.4,0.0,34.1,1.3,0
C12526,2024-07,297,155,55.0,0.0,48.7,1.1,1
C12526,2024-08,197,73,34.9,0.4,57.8,0.0,2
C12526,2024-09,262,48,58.3,0.0,54.6,0.3,0
C12526,2024-10,319,96,20.4,0.2,40.5,0.7,0
C12526,2024-11,273,77,21.7,2.3,29.7,1.6,0
C12526,2024-12,199,112,7.1,0.9,48.8,1.7,0
C12527,2024-01,457,0,49.1,0.8,59.3,0.2,1
C12527,2024-02,470,94,68.6,2.1,41.0,0.8,0
C12527,2024-03,555,189,72.8,1.1,100.1,1.1,2
C12527,2024-04,673,29,56.4,0.2,27.8,0.8,1
C12527,2024-05,462,200,50.8,0.2,59.4,0.1,1
C12527,2024-06,421,109,91.3,0.1,78.7,2.4,2
C12527,2024-07,359,72,70.0,2.4,81.3,2.8,2
C12527,2024-08,360,153,89.4,0.0,66.5,1.6,1
C12527,2024-09,382,171,75.8,0.1,81.4,0.9,0
C12527,2024-10,478,110,75.6,0.1,76.0,3.0,2
C12527,2024-11,575,101,87.3,0.0,82.2,0.2,0
C12527,2024-12,519,164,72.0,0.1,84.2,0.5,4
C12528,2024-01,450,129,43.6,0.1,64.7,0.6,0
C12528,2024-02,443,115,53.7,0.7,74.1,1.2,0
C12528,2024-03,404,107,46.6,1.0,30.2,0.0,1
C12528,2024-04,463,38,53.1,1.1,47.1,0.2,0
C12528,2024-05,222,183,67.8,0.6,77.9,0.2,0
C12528,2024-06,655,69,43.6,0.1,72.4,0.6,1
C12528,2024-07,574,110,41.2,0.4,66.1,0.3,0
C12528,2024-08,563,187,58.5,0.4,59.5,2.4,0
C12528,2024-09,357,0,55.4,0.0,60.9,0.3,0
C12528,2024-10,552,96,43.2,1.1,37.6,0.5,0
C12528,2024-11,661,218,51.2,1.7,66.4,0.1,2
C12528,2024-12,412,145,41.3,0.8,76.1,0.4,1
C12529,2024-01,247,222,59.1,2.7,44.3,0.9,2
C12529,2024-02,406,90,41.5,0.4,53.0,0.5,2
C12529,2024-03,298,87,38.7,0.5,27.2,4.7,2
C12529,2024-04,340,67,60.8,0.8,9.8,1.5,1
C12529,2024-05,320,121,37.8,1.6,37.3,3.0,5
C12529,2024-06,197,104,60.7,0.2,43.9,0.6,1
C12529,2024-07,370,213,70.1,0.8,50.1,1.3,3
C12529,2024-08,418,149,40.2,0.4,32.9,2.8,1
C12529,2024-09,208,231,23.1,0.1,40.7,0.8,1
C12529,2024-10,292,316,36.9,2.8,63.4,0.4,0
C12529,2024-11,190,278,61.8,1.1,48.6,0.9,1
C12529,2024-12,444,161,45.4,0.2,65.1,2.6,0
C12530,2024-01,79,47,37.7,0.4,77.4,0.4,1
C12530,2024-02,222,133,32.0,0.1,51.0,0.3,1
C12530,2024-03,363,260,20.5,0.4,33.9,0.4,0
C12530,2024-04,268,72,47.1,0.9,22.2,0.0,1
C12530,2024-05,440,113,27.4,0.4,45.0,0.0,1
C12530,2024-06,290,275,33.5,0.0,43.2,0.6,0
C12530,2024-07,344,208,45.5,0.5,28.5,0.0,0
C12530,2024-08,465,243,50.7,1.3,27.6,0.4,0
C12530,2024-09,403,190,45.0,2.0,66.6,0.3,1
C12530,2024-10,306,87,38.9,4.3,60.5,0.8,3
C12530,2024-11,318,280,42.7,0.1,63.2,0.3,0
C12530,2024-12,154,97,16.5,1.1,53.4,0.2,0
C12531,2024-01,438,171,57.5,0.1,63.6,0.3,3
C12531,2024-02,329,142,22.4,0.2,34.1,4.7,2
C12531,2024-03,384,25,34.6,0.7,52.9,1.0,2
C12531,2024-04,316,163,52.3,2.2,46.6,1.2,0
C12531,2024-05,293,55,51.8,1.7,30.2,0.4,1
C12531,2024-06,248,107,40.2,0.7,27.0,0.1,1
C12531,2024-07,577,223,45.9,1.2,46.0,3.1,1
C12531,2024-08,323,212,47.6,1.0,62.7,0.1,2
C12531,2024-09,428,191,69.1,1.9,43.3,2.4,0
C12531,2024-10,228,114,40.8,4.8,59.3,3.5,0
C12531,2024-11,206,91,43.6,0.8,28.4,0.0,3
C12531,2024-12,355,124,45.9,1.9,37.8,0.3,1
C12532,2024-01,342,151,39.3,1.1,26.3,0.5,0
C12532,2024-02,370,139,41.9,1.4,20.3,0.0,1
C12532,2024-03,302,174,19.9,0.7,55.9,0.3,0
C12532,2024-04,313,158,35.4,0.8,15.7,2.2,0
C12532,2024-05,358,131,15.5,0.4,62.3,0.8,0
C12532,2024-06,115,58,43.6,0.6,25.2,0.0,0
C12532,2024-07,228,210,68.9,1.7,51.8,0.3,0
C12532,2024-08,288,91,24.9,0.6,51.0,1.3,1
C12532,2024-09,324,120,38.3,0.1,70.3,1.9,1
C12532,2024-10,135,59,36.2,0.1,77.4,0.6,0
C12532,2024-11,515,155,29.8,0.5,69.3,0.7,0
C12532,2024-12,341,131,25.8,1.5,85.7,0.8,2
C12533,2024-01,363,129,40.9,0.1,77.0,0.4,1
C12533,2024-02,472,164,64.3,0.1,43.3,0.2,2
C12533,2024-03,426,232,36.5,1.1,65.9,0.1,1
C12533,2024-04,530,182,54.4,4.5,51.3,2.5,2
C12533,2024-05,493,11,71.8,0.1,60.9,0.8,0
C12533,2024-06,386,138,45.0,0.5,18.9,0.3,0
C12533,2024-07,286,188,44.4,0.3,56.3,0.8,1
C12533,2024-08,471,138,63.4,0.8,39.5,1.8,3
C12533,2024-09,313,299,79.8,0.0,98.9,0.3,1
C12533,2024-10,466,29,69.7,2.5,90.7,0.8,0
C12533,2024-11,435,153,54.5,0.7,44.0,0.1,0
C12533,2024-12,634,128,45.3,0.8,41.7,2.1,0
C12534,2024-01,276,137,64.6,0.0,51.4,1.0,0
C12534,2024-02,402,211,40.5,0.2,69.3,0.0,1
C12534,2024-03,511,164,32.4,1.4,41.6,0.9,1
C12534,2024-04,320,111,36.6,3.0,67.9,0.9,0
C12534,2024-05,460,205,41.6,0.6,46.7,0.6,0
C12534,2024-06,381,99,41.8,0.8,65.7,0.2,3
C12534,2024-07,329,131,25.6,1.7,36.3,0.4,0
C12534,2024-08,477,111,2.2,0.4,80.0,0.1,1
C12534,2024-09,186,215,21.6,0.1,57.2,0.2,0
C12534,2024-10,249,207,16.5,0.5,45.4,0.6,1
C12534,2024-11,354,151,18.0,0.9,42.7,0.3,0
C12534,2024-12,377,143,29.5,0.7,43.4,0.5,1
C12535,2024-01,367,125,41.4,0.4,28.4,0.1,0
C12535,2024-02,286,5,34.9,2.4,45.9,2.0,0
C12535,2024-03,438,125,17.7,1.0,39.3,0.4,2
C12535,2024-04,170,152,26.7,0.5,49.0,2.3,0
C12535,2024-05,396,170,41.6,0.6,56.3,0.0,1
C12535,2024-06,505,152,49.3,0.5,44.4,0.3,0
