customer_id,gender,age,city,region,join_date,contract_type,payment_method,senior_citizen,partner,dependents,paperless_billing
C12183,Male,39,Alexandria,Delta,2020-01-22,Two year,Bank transfer,No,No,Yes,Yes
C12184,Female,61,Tanta,Delta,2023-10-28,Month-to-month,Electronic check,No,Yes,No,Yes
C12185,Male,18,Alexandria,Delta,2023-05-09,One year,Mailed check,No,No,No,Yes
C12186,Male,63,Alexandria,Delta,2022-01-04,One year,Electronic check,Yes,No,No,Yes
C12187,Male,22,Suez,Suez,2020-10-01,Month-to-month,Mailed check,No,Yes,Yes,Yes
C12188,Male,38,Giza,Greater Cairo,2021-10-22,Two year,Credit card,No,Yes,Yes,Yes
C12189,Female,35,Assiut,Upper Egypt,2023-09-23,One year,Mailed check,No,No,Yes,Yes
C12190,Male,50,Suez,Suez,2021-08-30,One year,Credit card,Yes,No,Yes,Yes
C12191,Female,19,Suez,Suez,2022-11-19,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12192,Male,48,Ismailia,Suez,2023-01-07,One year,Electronic check,No,Yes,Yes,Yes
C12193,Male,70,Alexandria,Delta,2020-11-06,Month-to-month,Credit card,No,No,No,Yes
C12194,Male,22,Hurghada,Red Sea,2022-02-01,One year,Credit card,No,No,No,Yes
C12195,Male,44,Giza,Greater Cairo,2023-04-08,Month-to-month,Electronic check,No,Yes,No,Yes
C12196,Female,32,Alexandria,Delta,2023-10-11,Month-to-month,Credit card,No,No,No,Yes
C12197,Female,47,Tanta,Delta,2021-10-04,One year,Credit card,No,No,No,No
C12198,Female,42,Hurghada,Red Sea,2021-09-28,One year,Electronic check,No,Yes,Yes,Yes
C12199,Male,33,Giza,Greater Cairo,2023-06-04,Month-to-month,Credit card,No,Yes,Yes,Yes
C12200,Male,48,Mansoura,Delta,2023-11-14,Month-to-month,Electronic check,No,Yes,Yes,Yes
C12201,Female,67,Port Said,Suez,2023-03-09,One year,Bank transfer,Yes,No,No,Yes
C12202,Female,39,Suez,Suez,2023-06-02,One year,Bank transfer,No,Yes,Yes,Yes
C12203,Male,52,Giza,Greater Cairo,2023-01-30,Month-to-month,Electronic check,No,No,Yes,Yes
C12204,Male,23,Hurghada,Red Sea,2020-01-05,Month-to-month,Mailed check,No,Yes,No,Yes
C12205,Female,28,Tanta,Delta,2020-07-16,Month-to-month,Bank transfer,No,Yes,No,Yes
C12206,Male,48,Port Said,Suez,2020-01-04,Two year,Bank transfer,No,No,Yes,Yes
C12207,Male,62,Cairo,Greater Cairo,2022-07-12,Month-to-month,Bank transfer,No,No,No,No
C12208,Male,46,Alexandria,Delta,2023-02-12,Two year,Electronic check,No,No,Yes,Yes
C12209,Female,37,Luxor,Upper Egypt,2020-06-19,Month-to-month,Bank transfer,No,No,Yes,Yes
C12210,Male,41,Tanta,Delta,2022-06-07,One year,Credit card,Yes,Yes,Yes,Yes
C12211,Male,24,Tanta,Delta,2021-04-07,One year,Electronic check,No,Yes,No,No
C12212,Female,50,Hurghada,Red Sea,2023-05-13,One year,Electronic check,No,Yes,No,No
C12213,Female,54,Aswan,Upper Egypt,2022-02-28,Month-to-month,Electronic check,No,No,Yes,Yes
C12214,Male,35,Ismailia,Suez,2021-06-29,Month-to-month,Electronic check,Yes,No,No,Yes
C12215,Male,35,Assiut,Upper Egypt,2023-04-30,Month-to-month,Credit card,No,No,No,Yes
C12216,Male,45,Hurghada,Red Sea,2023-10-15,Month-to-month,Bank transfer,No,No,No,Yes
C12217,Female,35,Port Said,Suez,2022-02-26,One year,Bank transfer,No,Yes,Yes,Yes
C12218,Male,41,Mansoura,Delta,2023-06-17,Month-to-month,Bank transfer,No,No,No,Yes
C12219,Female,71,Ismailia,Suez,2022-06-10,One year,Electronic check,No,No,Yes,Yes
C12220,Male,38,Aswan,Upper Egypt,2021-07-03,One year,Electronic check,No,No,No,Yes
C12221,Female,36,Suez,Suez,2023-06-21,Month-to-month,Electronic check,Yes,No,No,Yes
C12222,Female,32,Mansoura,Delta,2023-02-19,Month-to-month,Bank transfer,No,No,No,Yes
C12223,Male,52,Suez,Suez,2022-10-29,Two year,Electronic check,No,No,No,Yes
C12224,Female,39,Tanta,Delta,2022-03-27,One year,Bank transfer,No,No,No,Yes
C12225,Male,32,Mansoura,Delta,2021-08-16,Month-to-month,Credit card,No,No,Yes,Yes
C12226,Male,60,Giza,Greater Cairo,2020-03-05,Month-to-month,Electronic check,No,No,No,Yes
C12227,Male,61,Cairo,Greater Cairo,2023-01-19,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12228,Male,33,Ismailia,Suez,2020-03-25,Month-to-month,Electronic check,No,Yes,No,Yes
C12229,Male,18,Port Said,Suez,2021-12-12,Month-to-month,Credit card,Yes,No,No,No
C12230,Male,56,Cairo,Greater Cairo,2021-03-11,Month-to-month,Mailed check,No,No,Yes,Yes
C12231,Female,32,Ismailia,Suez,2021-02-20,Month-to-month,Credit card,No,No,Yes,Yes
C12232,Male,53,Aswan,Upper Egypt,2023-01-13,One year,Credit card,No,No,Yes,Yes
C12233,Female,18,Hurghada,Red Sea,2020-02-09,One year,Bank transfer,No,Yes,Yes,Yes
C12234,Male,54,Luxor,Upper Egypt,2022-02-01,Two year,Electronic check,No,No,No,No
C12235,Female,25,Alexandria,Delta,2023-05-16,One year,Electronic check,No,No,No,Yes
C12236,Female,52,Assiut,Upper Egypt,2020-12-03,Month-to-month,Electronic check,Yes,Yes,Yes,Yes
C12237,Female,42,Suez,Suez,2023-05-08,Month-to-month,Mailed check,No,No,Yes,Yes
C12238,Male,28,Giza,Greater Cairo,2023-06-01,Month-to-month,Electronic check,No,No,No,No
C12239,Female,36,Aswan,Upper Egypt,2021-09-21,Month-to-month,Mailed check,No,No,No,Yes
C12240,Female,51,Assiut,Upper Egypt,2020-12-15,Month-to-month,Credit card,No,Yes,No,Yes
C12241,Male,43,Alexandria,Delta,2021-08-11,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C12242,Female,50,Alexandria,Delta,2023-09-10,Month-to-month,Electronic check,No,No,Yes,No
C12243,Male,69,Ismailia,Suez,2022-08-06,Month-to-month,Mailed check,No,Yes,No,Yes
C12244,Female,20,Port Said,Suez,2021-10-27,Month-to-month,Bank transfer,No,No,Yes,Yes
C12245,Female,64,Giza,Greater Cairo,2022-04-11,Month-to-month,Mailed check,No,Yes,No,Yes
C12246,Female,43,Cairo,Greater Cairo,2022-12-19,Two year,Electronic check,No,Yes,No,Yes
C12247,Female,29,Mansoura,Delta,2022-08-23,Month-to-month,Mailed check,No,Yes,No,Yes
C12248,Female,23,Giza,Greater Cairo,2022-08-02,Month-to-month,Bank transfer,No,No,Yes,Yes
C12249,Male,39,Cairo,Greater Cairo,2021-11-13,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C12250,Female,54,Giza,Greater Cairo,2020-05-20,One year,Electronic check,No,Yes,No,No
C12251,Female,40,Port Said,Suez,2022-12-31,Two year,Credit card,No,No,Yes,Yes
C12252,Female,63,Tanta,Delta,2020-01-20,Month-to-month,Bank transfer,No,Yes,No,Yes
C12253,Female,21,Hurghada,Red Sea,2021-09-18,Month-to-month,Credit card,No,No,Yes,Yes
C12254,Male,41,Giza,Greater Cairo,2022-11-14,One year,Electronic check,No,No,Yes,Yes
C12255,Female,24,Aswan,Upper Egypt,2020-06-28,One year,Mailed check,No,Yes,No,Yes
C12256,Male,47,Mansoura,Delta,2021-04-04,Month-to-month,Mailed check,No,No,No,Yes
C12257,Female,54,Mansoura,Delta,2021-11-30,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12258,Female,36,Aswan,Upper Egypt,2021-04-11,One year,Bank transfer,No,No,Yes,Yes
C12259,Male,18,Port Said,Suez,2023-05-02,Month-to-month,Bank transfer,No,Yes,No,Yes
C12260,Female,44,Suez,Suez,2023-10-04,One year,Mailed check,No,Yes,No,No
C12261,Female,48,Assiut,Upper Egypt,2023-07-24,One year,Mailed check,No,Yes,Yes,Yes
C12262,Male,47,Aswan,Upper Egypt,2023-04-10,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12263,Male,59,Ismailia,Suez,2023-05-31,Two year,Mailed check,Yes,Yes,No,Yes
C12264,Female,27,Mansoura,Delta,2021-11-04,Two year,Credit card,No,Yes,No,Yes
C12265,Male,51,Port Said,Suez,2022-03-12,Two year,Electronic check,No,Yes,Yes,Yes
C12266,Female,58,Luxor,Upper Egypt,2023-01-03,Month-to-month,Electronic check,No,No,Yes,Yes
C12267,Female,18,Suez,Suez,2020-01-24,Two year,Electronic check,No,Yes,Yes,Yes
C12268,Male,46,Assiut,Upper Egypt,2021-10-08,Month-to-month,Credit card,No,Yes,Yes,No
C12269,Female,34,Giza,Greater Cairo,2023-07-10,Two year,Electronic check,No,Yes,No,No
C12270,Male,40,Ismailia,Suez,2021-10-14,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C12271,Male,46,Cairo,Greater Cairo,2021-05-24,Two year,Bank transfer,No,No,No,Yes
C12272,Female,35,Assiut,Upper Egypt,2020-09-05,Month-to-month,Mailed check,No,No,Yes,No
C12273,Male,32,Cairo,Greater Cairo,2021-08-03,Month-to-month,Credit card,No,No,Yes,Yes
C12274,Female,42,Hurghada,Red Sea,2022-12-23,Month-to-month,Mailed check,No,No,Yes,Yes
C12275,Female,26,Port Said,Suez,2023-05-12,Month-to-month,Electronic check,No,Yes,Yes,Yes
C12276,Female,26,Luxor,Upper Egypt,2020-07-04,Month-to-month,Credit card,No,Yes,Yes,Yes
C12277,Female,51,Luxor,Upper Egypt,2021-05-05,One year,Bank transfer,No,Yes,Yes,Yes
C12278,Male,25,Luxor,Upper Egypt,2023-10-22,One year,Bank transfer,No,Yes,No,Yes
C12279,Female,51,Cairo,Greater Cairo,2020-11-20,One year,Mailed check,No,No,No,Yes
C12280,Male,48,Mansoura,Delta,2020-12-28,One year,Mailed check,No,Yes,No,Yes
C12281,Male,18,Suez,Suez,2023-11-27,Month-to-month,Credit card,No,Yes,No,Yes
C12282,Female,32,Luxor,Upper Egypt,2021-06-27,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C12283,Male,58,Cairo,Greater Cairo,2021-06-24,Month-to-month,Mailed check,No,Yes,No,Yes
C12284,Female,28,Aswan,Upper Egypt,2020-08-25,One year,Bank transfer,No,Yes,Yes,Yes
C12285,Male,35,Luxor,Upper Egypt,2022-10-11,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12286,Female,48,Suez,Suez,2022-11-08,Month-to-month,Electronic check,No,No,Yes,No
C12287,Male,52,Assiut,Upper Egypt,2023-01-06,One year,Mailed check,No,Yes,No,Yes
C12288,Male,38,Cairo,Greater Cairo,2023-08-07,Two year,Credit card,No,Yes,Yes,Yes
C12289,Female,33,Hurghada,Red Sea,2020-03-12,Month-to-month,Credit card,No,Yes,No,Yes
C12290,Female,61,Aswan,Upper Egypt,2023-08-28,One year,Credit card,No,Yes,Yes,Yes
C12291,Female,66,Aswan,Upper Egypt,2020-01-29,Two year,Electronic check,No,Yes,Yes,No
C12292,Female,55,Tanta,Delta,2022-11-15,Two year,Credit card,No,Yes,Yes,Yes
C12293,Female,43,Mansoura,Delta,2020-12-07,Two year,Credit card,Yes,Yes,Yes,No
C12294,Male,30,Hurghada,Red Sea,2023-08-29,Month-to-month,Mailed check,Yes,No,Yes,Yes
C12295,Female,30,Hurghada,Red Sea,2023-04-26,Two year,Electronic check,No,Yes,No,Yes
C12296,Male,49,Port Said,Suez,2023-08-10,Month-to-month,Bank transfer,No,No,Yes,No
C12297,Male,47,Alexandria,Delta,2021-07-21,One year,Mailed check,No,No,Yes,Yes
C12298,Female,61,Suez,Suez,2022-04-13,Month-to-month,Electronic check,Yes,No,No,No
C12299,Male,51,Mansoura,Delta,2020-01-29,Month-to-month,Credit card,No,Yes,Yes,Yes
C12300,Male,20,Port Said,Suez,2023-06-27,Month-to-month,Electronic check,No,No,Yes,Yes
C12301,Male,56,Cairo,Greater Cairo,2022-08-30,Month-to-month,Bank transfer,No,Yes,Yes,No
C12302,Male,28,Cairo,Greater Cairo,2020-03-06,One year,Credit card,No,No,Yes,Yes
C12303,Female,36,Tanta,Delta,2022-04-18,Two year,Bank transfer,Yes,No,No,Yes
C12304,Male,45,Cairo,Greater Cairo,2020-07-15,Month-to-month,Electronic check,No,Yes,Yes,No
C12305,Male,69,Suez,Suez,2022-08-03,Month-to-month,Bank transfer,Yes,No,Yes,Yes
C12306,Male,80,Tanta,Delta,2023-01-12,Two year,Bank transfer,No,No,Yes,Yes
C12307,Female,50,Alexandria,Delta,2021-01-15,Month-to-month,Credit card,No,No,No,No
C12308,Female,39,Giza,Greater Cairo,2023-03-12,Month-to-month,Credit card,No,No,Yes,Yes
C12309,Female,49,Tanta,Delta,2022-04-13,Month-to-month,Credit card,No,No,No,No
C12310,Male,54,Alexandria,Delta,2022-01-08,Month-to-month,Bank transfer,Yes,No,Yes,Yes
C12311,Female,37,Giza,Greater Cairo,2020-10-17,Two year,Credit card,No,Yes,No,Yes
C12312,Female,67,Aswan,Upper Egypt,2021-01-04,Month-to-month,Electronic check,No,No,No,Yes
C12313,Male,45,Alexandria,Delta,2022-08-21,Month-to-month,Bank transfer,No,No,Yes,No
C12314,Male,48,Mansoura,Delta,2021-12-07,Two year,Mailed check,No,Yes,No,Yes
C12315,Male,51,Giza,Greater Cairo,2023-03-23,One year,Electronic check,No,Yes,Yes,No
C12316,Female,47,Hurghada,Red Sea,2021-08-07,One year,Credit card,No,No,No,Yes
C12317,Female,53,Alexandria,Delta,2021-03-14,Month-to-month,Credit card,No,No,No,Yes
C12318,Male,33,Port Said,Suez,2021-04-17,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12319,Male,34,Giza,Greater Cairo,2022-06-14,Month-to-month,Electronic check,No,Yes,No,Yes
C12320,Male,26,Tanta,Delta,2021-10-29,Two year,Electronic check,No,No,No,Yes
C12321,Male,48,Port Said,Suez,2020-11-19,Month-to-month,Bank transfer,No,No,No,Yes
C12322,Male,52,Hurghada,Red Sea,2020-01-20,Month-to-month,Credit card,No,No,Yes,No
C12323,Female,48,Assiut,Upper Egypt,2020-01-04,Two year,Credit card,Yes,Yes,Yes,Yes
C12324,Female,65,Tanta,Delta,2021-08-20,One year,Credit card,No,Yes,Yes,Yes
C12325,Male,41,Giza,Greater Cairo,2021-05-31,Month-to-month,Credit card,Yes,Yes,No,Yes
C12326,Male,51,Tanta,Delta,2020-10-11,One year,Electronic check,No,No,Yes,Yes
C12327,Female,26,Mansoura,Delta,2023-01-17,Two year,Credit card,No,No,No,No
C12328,Female,36,Tanta,Delta,2020-03-24,Month-to-month,Credit card,No,No,Yes,Yes
C12329,Male,51,Giza,Greater Cairo,2021-05-15,Two year,Electronic check,Yes,Yes,No,Yes
C12330,Female,53,Hurghada,Red Sea,2021-06-14,Month-to-month,Electronic check,No,No,Yes,No
C12331,Male,37,Ismailia,Suez,2021-06-16,Two year,Bank transfer,Yes,Yes,No,Yes
C12332,Female,40,Luxor,Upper Egypt,2022-04-21,Month-to-month,Electronic check,No,No,No,Yes
C12333,Female,20,Luxor,Upper Egypt,2022-06-03,Month-to-month,Bank transfer,Yes,Yes,No,No
C12334,Male,37,Alexandria,Delta,2023-12-17,One year,Credit card,No,Yes,Yes,Yes
C12335,Female,54,Suez,Suez,2021-08-14,Two year,Electronic check,No,Yes,Yes,Yes
C12336,Male,50,Aswan,Upper Egypt,2021-06-20,One year,Credit card,No,No,Yes,Yes
C12337,Male,49,Tanta,Delta,2021-12-06,Two year,Electronic check,No,Yes,Yes,No
C12338,Male,42,Port Said,Suez,2023-12-07,Month-to-month,Bank transfer,No,Yes,Yes,No
C12339,Female,42,Assiut,Upper Egypt,2023-03-02,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12340,Male,32,Tanta,Delta,2020-04-23,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C12341,Female,51,Giza,Greater Cairo,2020-03-01,Month-to-month,Credit card,No,Yes,Yes,Yes
C12342,Female,47,Giza,Greater Cairo,2021-12-19,Month-to-month,Electronic check,No,No,Yes,Yes
C12343,Female,48,Luxor,Upper Egypt,2021-10-27,Month-to-month,Credit card,No,No,No,Yes
C12344,Male,34,Mansoura,Delta,2023-09-03,Month-to-month,Electronic check,No,Yes,No,Yes
C12345,Male,18,Giza,Greater Cairo,2023-06-27,Month-to-month,Electronic check,No,Yes,No,Yes
C12346,Male,57,Mansoura,Delta,2021-04-26,Month-to-month,Credit card,Yes,No,Yes,Yes
C12347,Female,35,Giza,Greater Cairo,2023-10-23,Month-to-month,Mailed check,No,No,No,No
C12348,Female,29,Luxor,Upper Egypt,2023-12-11,Two year,Credit card,No,No,Yes,No
C12349,Female,51,Giza,Greater Cairo,2023-06-26,Two year,Credit card,No,No,No,No
C12350,Female,36,Aswan,Upper Egypt,2022-08-14,Two year,Bank transfer,No,Yes,No,Yes
C12351,Female,56,Giza,Greater Cairo,2022-11-11,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12352,Female,50,Tanta,Delta,2021-09-21,Month-to-month,Bank transfer,No,No,Yes,No
C12353,Male,51,Giza,Greater Cairo,2021-11-19,One year,Mailed check,No,No,Yes,Yes
C12354,Male,22,Cairo,Greater Cairo,2022-03-29,One year,Electronic check,No,Yes,Yes,Yes
C12355,Female,58,Tanta,Delta,2023-01-24,One year,Bank transfer,No,Yes,No,Yes
C12356,Male,45,Assiut,Upper Egypt,2023-10-18,One year,Electronic check,No,Yes,Yes,Yes
C12357,Female,36,Suez,Suez,2022-05-09,One year,Credit card,No,Yes,No,No
C12358,Male,44,Cairo,Greater Cairo,2021-01-07,Month-to-month,Credit card,No,Yes,No,Yes
C12359,Male,18,Tanta,Delta,2020-03-01,Month-to-month,Mailed check,No,No,Yes,No
C12360,Male,47,Aswan,Upper Egypt,2020-10-18,Month-to-month,Bank transfer,No,No,Yes,No
C12361,Male,27,Alexandria,Delta,2020-05-07,Two year,Electronic check,No,Yes,Yes,Yes
C12362,Female,23,Cairo,Greater Cairo,2020-01-28,Month-to-month,Credit card,No,Yes,Yes,Yes
C12363,Female,20,Hurghada,Red Sea,2020-07-21,One year,Mailed check,No,No,Yes,No
C12364,Male,57,Ismailia,Suez,2022-03-05,Two year,Electronic check,No,No,Yes,Yes
C12365,Female,33,Giza,Greater Cairo,2023-04-06,One year,Credit card,No,No,No,No
C12366,Male,63,Giza,Greater Cairo,2021-02-25,Two year,Mailed check,No,Yes,Yes,Yes
C12367,Male,34,Port Said,Suez,2022-12-18,One year,Credit card,No,Yes,No,Yes
C12368,Female,18,Suez,Suez,2020-04-25,One year,Mailed check,No,Yes,No,Yes
C12369,Male,26,Suez,Suez,2022-08-20,Two year,Electronic check,No,No,No,Yes
C12370,Male,59,Port Said,Suez,2021-02-09,Month-to-month,Credit card,Yes,No,Yes,No
C12371,Male,39,Alexandria,Delta,2021-08-10,One year,Bank transfer,No,No,No,Yes
C12372,Male,34,Cairo,Greater Cairo,2020-12-13,One year,Bank transfer,No,Yes,Yes,No
C12373,Male,44,Alexandria,Delta,2020-09-05,Month-to-month,Electronic check,No,No,No,No
C12374,Female,49,Luxor,Upper Egypt,2023-09-26,Month-to-month,Mailed check,No,No,Yes,Yes
C12375,Male,57,Tanta,Delta,2023-03-29,Two year,Credit card,No,Yes,Yes,Yes
C12376,Male,62,Luxor,Upper Egypt,2021-09-02,Two year,Mailed check,Yes,Yes,Yes,Yes
C12377,Male,36,Ismailia,Suez,2022-12-06,One year,Credit card,Yes,Yes,Yes,Yes
C12378,Male,23,Suez,Suez,2020-10-07,Month-to-month,Credit card,No,Yes,Yes,Yes
C12379,Male,36,Hurghada,Red Sea,2022-05-20,One year,Credit card,No,No,Yes,Yes
C12380,Male,45,Assiut,Upper Egypt,2020-05-25,Month-to-month,Bank transfer,No,No,No,Yes
C12381,Male,28,Tanta,Delta,2023-09-29,Two year,Bank transfer,No,No,Yes,Yes
C12382,Female,28,Cairo,Greater Cairo,2020-08-30,Two year,Electronic check,No,No,Yes,Yes
C12383,Female,46,Giza,Greater Cairo,2021-10-17,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12384,Male,41,Aswan,Upper Egypt,2022-10-06,Month-to-month,Electronic check,No,No,No,Yes
C12385,Female,42,Assiut,Upper Egypt,2021-06-15,Month-to-month,Credit card,No,No,Yes,Yes
C12386,Female,31,Cairo,Greater Cairo,2020-11-10,Month-to-month,Electronic check,No,No,No,Yes
C12387,Female,38,Aswan,Upper Egypt,2020-10-16,Month-to-month,Electronic check,Yes,No,Yes,Yes
C12388,Female,29,Giza,Greater Cairo,2022-01-10,Month-to-month,Electronic check,No,Yes,No,Yes
C12389,Male,54,Tanta,Delta,2020-07-19,Month-to-month,Electronic check,No,Yes,Yes,No
C12390,Female,56,Giza,Greater Cairo,2021-09-09,Month-to-month,Electronic check,No,Yes,No,Yes
C12391,Male,18,Assiut,Upper Egypt,2021-06-15,One year,Mailed check,No,Yes,No,Yes
C12392,Female,28,Cairo,Greater Cairo,2022-07-07,Month-to-month,Electronic check,Yes,No,Yes,Yes
C12393,Male,21,Hurghada,Red Sea,2021-02-26,Two year,Electronic check,No,No,No,Yes
C12394,Male,32,Assiut,Upper Egypt,2023-05-21,Month-to-month,Credit card,No,No,Yes,Yes
C12395,Male,40,Mansoura,Delta,2022-11-24,Two year,Bank transfer,No,Yes,Yes,Yes
C12396,Female,21,Assiut,Upper Egypt,2021-04-26,Month-to-month,Mailed check,Yes,Yes,No,Yes
C12397,Female,29,Hurghada,Red Sea,2020-06-20,Two year,Electronic check,No,No,No,Yes
C12398,Female,27,Tanta,Delta,2023-10-28,One year,Electronic check,No,No,No,Yes
C12399,Female,44,Assiut,Upper Egypt,2021-06-05,Month-to-month,Credit card,No,Yes,Yes,No
C12400,Female,42,Alexandria,Delta,2021-01-05,Month-to-month,Credit card,No,Yes,No,Yes
C12401,Male,31,Cairo,Greater Cairo,2023-12-17,Month-to-month,Credit card,Yes,Yes,Yes,Yes
C12402,Female,44,Assiut,Upper Egypt,2023-08-26,Two year,Mailed check,Yes,No,Yes,Yes
C12403,Male,34,Mansoura,Delta,2020-11-18,One year,Bank transfer,Yes,No,No,Yes
C12404,Male,38,Cairo,Greater Cairo,2022-02-06,Month-to-month,Electronic check,No,Yes,Yes,Yes
C12405,Male,65,Alexandria,Delta,2020-03-01,Two year,Bank transfer,No,Yes,Yes,No
C12406,Female,60,Alexandria,Delta,2023-10-21,Month-to-month,Mailed check,Yes,No,Yes,No
C12407,Female,23,Aswan,Upper Egypt,2020-02-09,Two year,Credit card,Yes,Yes,No,No
C12408,Male,53,Assiut,Upper Egypt,2023-11-04,Month-to-month,Electronic check,No,Yes,Yes,Yes
C12409,Female,53,Alexandria,Delta,2021-06-03,Two year,Mailed check,No,Yes,No,Yes
C12410,Female,25,Aswan,Upper Egypt,2022-06-06,Two year,Credit card,Yes,Yes,Yes,Yes
C12411,Female,53,Mansoura,Delta,2020-05-04,Month-to-month,Mailed check,No,No,Yes,Yes
C12412,Male,63,Hurghada,Red Sea,2023-05-23,Month-to-month,Mailed check,Yes,No,Yes,Yes
C12413,Male,26,Alexandria,Delta,2023-03-18,Month-to-month,Mailed check,No,Yes,No,No
C12414,Female,29,Cairo,Greater Cairo,2020-09-13,Two year,Bank transfer,No,No,Yes,Yes
C12415,Male,56,Port Said,Suez,2023-08-12,Month-to-month,Credit card,No,No,No,Yes
C12416,Male,45,Port Said,Suez,2023-01-23,Month-to-month,Credit card,No,No,No,Yes
C12417,Male,49,Alexandria,Delta,2020-04-01,One year,Bank transfer,No,Yes,Yes,Yes
C12418,Male,46,Assiut,Upper Egypt,2021-09-04,Two year,Electronic check,Yes,No,Yes,Yes
C12419,Male,47,Alexandria,Delta,2021-12-14,Two year,Electronic check,No,Yes,Yes,Yes
C12420,Male,23,Alexandria,Delta,2022-02-05,Two year,Credit card,No,Yes,Yes,Yes
C12421,Male,56,Assiut,Upper Egypt,2021-08-03,Month-to-month,Bank transfer,No,Yes,No,Yes
C12422,Female,58,Hurghada,Red Sea,2021-03-02,One year,Bank transfer,No,Yes,No,No
C12423,Female,38,Alexandria,Delta,2023-04-27,Month-to-month,Electronic check,No,No,Yes,Yes
C12424,Female,41,Mansoura,Delta,2020-07-04,Month-to-month,Bank transfer,No,No,No,Yes
C12425,Male,20,Cairo,Greater Cairo,2020-08-29,Month-to-month,Credit card,No,Yes,No,Yes
C12426,Female,49,Mansoura,Delta,2020-11-23,Month-to-month,Electronic check,No,No,Yes,Yes
C12427,Female,50,Assiut,Upper Egypt,2023-06-28,Two year,Electronic check,Yes,No,No,Yes
C12428,Male,41,Giza,Greater Cairo,2022-09-13,Month-to-month,Bank transfer,Yes,No,No,Yes
C12429,Male,57,Ismailia,Suez,2022-11-07,One year,Mailed check,No,Yes,Yes,No
C12430,Female,37,Giza,Greater Cairo,2022-07-07,Two year,Electronic check,Yes,Yes,No,Yes
C12431,Male,49,Mansoura,Delta,2020-05-05,Month-to-month,Bank transfer,Yes,Yes,No,Yes
C12432,Female,27,Giza,Greater Cairo,2021-07-08,Month-to-month,Credit card,Yes,Yes,No,Yes
C12433,Male,41,Port Said,Suez,2022-06-23,Month-to-month,Bank transfer,No,No,No,Yes
C12434,Male,39,Assiut,Upper Egypt,2023-11-19,One year,Credit card,Yes,Yes,Yes,Yes
C12435,Female,45,Ismailia,Suez,2023-10-15,Month-to-month,Credit card,No,Yes,Yes,Yes
C12436,Female,36,Aswan,Upper Egypt,2020-03-25,Month-to-month,Bank transfer,No,Yes,Yes,No
C12437,Male,40,Suez,Suez,2023-04-22,Two year,Mailed check,Yes,Yes,Yes,Yes
C12438,Female,53,Luxor,Upper Egypt,2021-07-17,Month-to-month,Mailed check,No,No,Yes,No
C12439,Male,35,Assiut,Upper Egypt,2023-12-03,Month-to-month,Credit card,Yes,Yes,Yes,Yes
C12440,Female,19,Luxor,Upper Egypt,2022-09-14,Month-to-month,Bank transfer,No,No,Yes,No
C12441,Female,66,Hurghada,Red Sea,2022-02-03,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C12442,Female,61,Cairo,Greater Cairo,2020-08-05,One year,Mailed check,No,No,Yes,Yes
C12443,Female,23,Aswan,Upper Egypt,2020-12-18,One year,Electronic check,No,Yes,Yes,Yes
C12444,Male,51,Alexandria,Delta,2021-05-18,Two year,Electronic check,No,Yes,Yes,No
C12445,Female,34,Luxor,Upper Egypt,2020-12-14,Two year,Mailed check,Yes,No,Yes,Yes
C12446,Female,45,Cairo,Greater Cairo,2023-04-04,Month-to-month,Electronic check,Yes,No,Yes,Yes
C12447,Male,46,Suez,Suez,2020-06-02,Month-to-month,Credit card,No,Yes,No,Yes
C12448,Male,38,Alexandria,Delta,2020-11-24,Month-to-month,Mailed check,Yes,Yes,No,No
C12449,Male,31,Luxor,Upper Egypt,2020-02-13,Two year,Electronic check,No,Yes,No,Yes
C12450,Female,32,Giza,Greater Cairo,2023-11-04,One year,Credit card,Yes,No,Yes,Yes
C12451,Male,29,Hurghada,Red Sea,2022-12-12,One year,Mailed check,Yes,No,Yes,Yes
C12452,Male,30,Mansoura,Delta,2022-05-17,Month-to-month,Credit card,No,Yes,Yes,Yes
C12453,Male,41,Luxor,Upper Egypt,2020-08-22,Month-to-month,Credit card,No,No,Yes,No
C12454,Female,31,Alexandria,Delta,2021-02-13,One year,Mailed check,No,No,Yes,No
C12455,Male,51,Aswan,Upper Egypt,2020-12-31,Month-to-month,Bank transfer,No,No,No,No
C12456,Male,62,Luxor,Upper Egypt,2023-11-19,Month-to-month,Electronic check,No,Yes,No,No
C12457,Male,33,Aswan,Upper Egypt,2021-11-02,Two year,Electronic check,No,Yes,Yes,No
