ticket_id,customer_id,open_date,close_date,category,priority,satisfaction_score,resolved,handling_time_hours
T3496,C11510,2024-05-22,2024-05-23,Technical,Medium,3,Yes,37
T3497,C13579,2024-04-09,2024-04-10,Network,High,3,No,29
T3498,C14719,2024-03-06,2024-03-06,Network,High,4,No,8
T3499,C13399,2024-04-14,2024-04-14,Network,Medium,4,Yes,7
T3500,C11468,2024-02-05,2024-02-05,Network,Low,4,No,4
T3501,C12821,2024-12-03,2024-12-03,Billing,Medium,3,Yes,14
T3502,C13121,2024-06-10,2024-06-10,Technical,High,4,No,10
T3503,C11029,2024-01-12,2024-01-14,Billing,High,3,Yes,66
T3504,C10994,2024-04-26,2024-04-26,Billing,Low,2,Yes,2
T3505,C14366,2024-05-06,2024-05-06,Billing,Critical,3,No,21
T3506,C13390,2024-05-26,2024-05-26,Network,Critical,5,Yes,4
T3507,C13216,2024-12-22,2024-12-23,Network,Medium,5,Yes,24
T3508,C14324,2024-09-17,2024-09-18,Technical,Medium,1,Yes,25
T3509,C11481,2024-12-24,2024-12-24,Network,Medium,3,Yes,14
T3510,C10441,2024-08-24,2024-08-24,Technical,High,3,Yes,15
T3511,C11685,2024-03-02,2024-03-02,Network,Medium,4,Yes,22
T3512,C13907,2024-11-18,2024-11-18,Account,Low,3,Yes,14
T3513,C13400,2024-04-05,2024-04-05,Technical,Low,2,Yes,11
T3514,C10901,2024-06-05,2024-06-05,Technical,High,4,Yes,9
T3515,C10258,2024-01-07,2024-01-07,Technical,Low,1,Yes,2
T3516,C12829,2024-09-28,2024-09-28,Account,Low,4,Yes,16
T3517,C11793,2024-06-20,2024-06-20,Account,High,3,Yes,12
T3518,C10824,2024-03-16,2024-03-18,Network,Medium,1,Yes,54
T3519,C13799,2024-07-20,2024-07-21,Network,Low,3,Yes,25
T3520,C10837,2024-03-14,2024-03-14,Billing,Medium,4,Yes,1
T3521,C13948,2024-11-02,2024-11-03,Billing,Low,5,Yes,33
T3522,C13959,2024-03-11,2024-03-11,Billing,High,5,Yes,15
T3523,C12017,2024-01-11,2024-01-11,Billing,Critical,4,Yes,9
T3524,C14259,2024-05-09,2024-05-10,Billing,Low,2,Yes,34
T3525,C10350,2024-02-15,2024-02-15,Billing,Medium,4,Yes,12
T3526,C12534,2024-05-07,2024-05-07,Network,Low,4,No,2
T3527,C14667,2024-06-14,2024-06-14,Technical,Critical,3,Yes,2
T3528,C11119,2024-07-10,2024-07-11,Network,Medium,1,Yes,36
T3529,C14860,2024-03-25,2024-03-26,Network,Medium,2,Yes,43
T3530,C10210,2024-03-14,2024-03-14,Network,High,4,Yes,4
T3531,C11126,2024-08-16,2024-08-16,Billing,High,2,Yes,22
T3532,C11943,2024-02-26,2024-02-26,Billing,Low,2,Yes,3
T3533,C12740,2024-09-10,2024-09-12,Technical,Medium,5,Yes,55
T3534,C10950,2024-11-16,2024-11-16,Billing,Medium,2,No,22
T3535,C10250,2024-10-06,2024-10-06,Network,Low,3,Yes,7
T3536,C14516,2024-04-24,2024-04-27,Billing,Medium,5,Yes,83
T3537,C10211,2024-01-13,2024-01-13,Network,Medium,1,Yes,15
T3538,C14976,2024-10-31,2024-11-02,Technical,Medium,3,Yes,49
T3539,C13147,2024-08-26,2024-08-26,Technical,Medium,1,No,7
T3540,C11094,2024-11-21,2024-11-21,Technical,High,5,Yes,12
T3541,C11274,2024-05-03,2024-05-03,Technical,Low,1,Yes,3
T3542,C12850,2024-05-14,2024-05-14,Account,Medium,2,Yes,8
T3543,C12759,2024-01-17,2024-01-18,Account,Low,2,No,29
T3544,C10529,2024-11-27,2024-11-27,Account,Low,3,Yes,6
T3545,C11302,2024-08-13,2024-08-13,Network,Low,5,Yes,3
T3546,C11258,2024-08-31,2024-09-01,Network,Medium,2,Yes,31
T3547,C10640,2024-08-04,2024-08-04,Network,Low,4,Yes,3
T3548,C11329,2024-02-05,2024-02-05,Technical,High,5,Yes,8
T3549,C11336,2024-08-04,2024-08-04,Network,Low,1,Yes,2
T3550,C10363,2024-11-07,2024-11-07,Network,Medium,5,Yes,3
T3551,C14244,2024-12-26,2024-12-27,Technical,Low,4,Yes,28
T3552,C10288,2024-01-09,2024-01-10,Billing,Low,4,Yes,31
T3553,C14827,2024-09-29,2024-09-29,Network,Low,3,Yes,3
T3554,C14733,2024-03-15,2024-03-15,Billing,Medium,2,Yes,14
T3555,C11684,2024-05-27,2024-05-28,Billing,Low,3,No,30
T3556,C14156,2024-07-12,2024-07-12,Network,Low,2,Yes,17
T3557,C13494,2024-07-26,2024-07-26,Network,Medium,3,Yes,5
T3558,C14757,2024-04-17,2024-04-17,Billing,Low,4,No,1
T3559,C11941,2024-07-06,2024-07-06,Network,High,5,Yes,13
T3560,C14944,2024-02-12,2024-02-12,Technical,Low,3,Yes,5
T3561,C10751,2024-04-06,2024-04-06,Account,Low,5,Yes,18
T3562,C12275,2024-04-06,2024-04-06,Billing,Medium,3,Yes,1
T3563,C11141,2024-12-27,2024-12-28,Network,Low,3,Yes,32
T3564,C11626,2024-03-18,2024-03-19,Network,Critical,4,Yes,25
T3565,C12331,2024-08-24,2024-08-24,Network,Low,5,Yes,8
T3566,C13137,2024-01-28,2024-01-28,Billing,High,4,No,11
T3567,C10875,2024-11-23,2024-11-23,Account,Medium,2,Yes,4
T3568,C10460,2024-04-08,2024-04-08,Account,High,4,Yes,15
T3569,C11120,2024-06-25,2024-06-25,Technical,Low,1,Yes,4
T3570,C11556,2024-02-07,2024-02-07,Network,Medium,2,Yes,20
T3571,C10843,2024-06-29,2024-07-01,Network,Critical,5,No,60
T3572,C13732,2024-10-31,2024-11-01,Network,High,5,Yes,32
T3573,C13806,2024-05-27,2024-05-28,Technical,Medium,2,Yes,25
T3574,C10988,2024-05-27,2024-05-28,Billing,Medium,5,Yes,40
T3575,C12407,2024-04-20,2024-04-22,Network,Medium,4,Yes,49
T3576,C14386,2024-04-29,2024-04-29,Network,Medium,4,Yes,7
T3577,C11778,2024-05-26,2024-05-27,Billing,Low,5,Yes,30
T3578,C14830,2024-03-16,2024-03-16,Network,Medium,3,No,12
T3579,C10146,2024-12-18,2024-12-19,Billing,High,4,No,24
T3580,C13296,2024-01-05,2024-01-05,Billing,Low,3,Yes,4
T3581,C11968,2024-04-05,2024-04-05,Network,Medium,2,Yes,4
T3582,C14513,2024-01-29,2024-01-30,Network,Medium,2,Yes,37
T3583,C10949,2024-06-26,2024-06-26,Technical,Medium,5,Yes,7
T3584,C10984,2024-06-07,2024-06-09,Network,Low,1,Yes,53
T3585,C14277,2024-11-20,2024-11-21,Billing,Medium,3,Yes,26
T3586,C12140,2024-04-06,2024-04-06,Billing,Medium,1,Yes,1
T3587,C11784,2024-09-06,2024-09-06,Billing,High,5,Yes,6
T3588,C11251,2024-11-19,2024-11-21,Network,Medium,4,No,57
T3589,C12995,2024-08-21,2024-08-21,Account,Critical,4,Yes,3
T3590,C14838,2024-08-11,2024-08-11,Network,Low,5,Yes,1
T3591,C12482,2024-06-16,2024-06-18,Technical,High,3,Yes,51
T3592,C13526,2024-10-30,2024-10-31,Billing,Low,4,Yes,37
T3593,C12175,2024-05-26,2024-05-26,Billing,Low,3,Yes,19
T3594,C13304,2024-08-13,2024-08-13,Technical,Medium,5,No,16
T3595,C14166,2024-05-02,2024-05-02,Technical,High,4,No,1
T3596,C12472,2024-08-22,2024-08-22,Network,Critical,3,Yes,16
T3597,C14067,2024-12-10,2024-12-10,Billing,Low,5,Yes,1
T3598,C10334,2024-01-25,2024-01-25,Technical,Medium,3,Yes,1
T3599,C12564,2024-04-01,2024-04-01,Technical,Medium,2,No,1
T3600,C12759,2024-06-26,2024-06-26,Network,Low,5,Yes,14
T3601,C10591,2024-02-14,2024-02-14,Billing,Low,3,Yes,1
T3602,C13529,2024-03-17,2024-03-17,Network,Low,1,Yes,2
T3603,C11677,2024-08-24,2024-08-24,Network,Critical,3,Yes,11
T3604,C10720,2024-02-26,2024-02-29,Network,Medium,1,Yes,95
T3605,C11987,2024-10-20,2024-10-20,Technical,Medium,4,Yes,16
T3606,C14840,2024-02-23,2024-02-23,Technical,Medium,2,Yes,5
T3607,C14309,2024-05-16,2024-05-16,Network,Low,5,Yes,23
T3608,C14394,2024-07-31,2024-08-03,Billing,High,4,Yes,80
T3609,C11110,2024-12-16,2024-12-16,Technical,Low,3,Yes,1
T3610,C10489,2024-12-15,2024-12-18,Network,Medium,4,Yes,80
T3611,C13051,2024-10-22,2024-10-22,Technical,Low,2,Yes,7
T3612,C12546,2024-10-10,2024-10-10,Network,Low,5,Yes,11
T3613,C13200,2024-01-03,2024-01-05,Network,Medium,2,Yes,56
T3614,C13743,2024-07-28,2024-07-29,Technical,High,3,Yes,25
T3615,C11243,2024-12-07,2024-12-08,Technical,Low,4,Yes,24
T3616,C10021,2024-01-06,2024-01-06,Network,Medium,2,Yes,20
T3617,C10063,2024-08-14,2024-08-15,Billing,Low,4,Yes,41
T3618,C14267,2024-02-10,2024-02-10,Network,Low,3,Yes,21
T3619,C14234,2024-11-09,2024-11-09,Technical,Medium,3,Yes,22
T3620,C13174,2024-05-05,2024-05-05,Account,High,5,Yes,22
T3621,C12807,2024-05-09,2024-05-09,Network,Medium,2,Yes,2
T3622,C12343,2024-11-02,2024-11-02,Billing,Medium,4,Yes,11
T3623,C12612,2024-02-26,2024-02-26,Billing,Medium,4,Yes,1
T3624,C14251,2024-06-21,2024-06-21,Network,High,1,Yes,3
T3625,C12288,2024-07-09,2024-07-09,Network,Medium,1,No,10
T3626,C14944,2024-10-18,2024-10-18,Network,High,5,Yes,23
T3627,C14800,2024-08-25,2024-08-25,Technical,Low,3,Yes,8
T3628,C11519,2024-04-14,2024-04-15,Network,Medium,3,Yes,26
T3629,C13351,2024-02-28,2024-02-28,Technical,Low,2,Yes,18
T3630,C13845,2024-05-20,2024-05-20,Billing,Low,1,No,3
T3631,C14396,2024-01-19,2024-01-19,Billing,Low,4,Yes,10
T3632,C12793,2024-10-16,2024-10-17,Account,Low,3,Yes,24
T3633,C14916,2024-02-24,2024-02-24,Network,Low,5,Yes,9
T3634,C10174,2024-05-17,2024-05-20,Technical,Medium,4,Yes,93
T3635,C12955,2024-12-21,2024-12-21,Network,Low,5,Yes,13
T3636,C14506,2024-10-04,2024-10-04,Billing,Low,4,Yes,6
T3637,C12240,2024-04-03,2024-04-03,Network,Medium,4,Yes,1
T3638,C13723,2024-04-04,2024-04-04,Billing,High,5,Yes,9
T3639,C14247,2024-07-05,2024-07-06,Account,Low,1,Yes,35
T3640,C10695,2024-08-17,2024-08-17,Network,Low,4,Yes,2
T3641,C11687,2024-10-16,2024-10-16,Technical,Low,4,Yes,1
T3642,C14410,2024-01-16,2024-01-16,Technical,Low,2,No,2
T3643,C10147,2024-06-25,2024-06-25,Account,Low,5,Yes,1
T3644,C12112,2024-11-20,2024-11-20,Network,High,3,No,1
T3645,C12595,2024-04-27,2024-04-27,Billing,High,4,Yes,12
T3646,C13887,2024-02-17,2024-02-17,Account,High,1,Yes,10
T3647,C10623,2024-10-14,2024-10-14,Account,High,2,No,11
T3648,C11148,2024-11-07,2024-11-07,Billing,High,1,Yes,2
T3649,C14485,2024-01-27,2024-01-27,Account,High,3,Yes,5
T3650,C12211,2024-03-01,2024-03-01,Billing,Critical,5,Yes,12
T3651,C14117,2024-03-22,2024-03-23,Technical,Medium,4,No,29
T3652,C11395,2024-05-09,2024-05-09,Network,Medium,5,Yes,6
T3653,C11457,2024-10-18,2024-10-18,Network,Medium,4,Yes,10
T3654,C13401,2024-02-04,2024-02-05,Network,Medium,4,Yes,47
T3655,C14011,2024-01-11,2024-01-11,Network,Medium,2,Yes,16
T3656,C14820,2024-08-15,2024-08-15,Network,Medium,3,Yes,3
T3657,C11892,2024-09-15,2024-09-16,Network,Low,4,No,31
T3658,C14797,2024-05-21,2024-05-21,Account,Low,1,No,1
T3659,C14604,2024-02-29,2024-02-29,Technical,High,4,Yes,21
T3660,C12727,2024-05-29,2024-05-30,Billing,Medium,5,No,43
T3661,C11692,2024-01-03,2024-01-03,Network,Critical,4,Yes,1
T3662,C12755,2024-09-24,2024-09-24,Network,Medium,5,Yes,16
T3663,C13583,2024-12-27,2024-12-29,Account,Low,1,Yes,54
T3664,C12018,2024-02-20,2024-02-20,Account,Low,4,Yes,17
T3665,C11760,2024-04-09,2024-04-09,Billing,High,4,Yes,2
T3666,C10429,2024-12-16,2024-12-17,Network,High,4,Yes,27
T3667,C14650,2024-09-23,2024-09-23,Technical,Medium,5,Yes,17
T3668,C13758,2024-03-15,2024-03-15,Billing,Low,1,Yes,4
T3669,C13335,2024-10-22,2024-10-24,Technical,Low,3,Yes,60
T3670,C13527,2024-05-26,2024-05-26,Network,Low,3,Yes,4
T3671,C13043,2024-01-03,2024-01-03,Network,Low,1,Yes,13
T3672,C11731,2024-10-26,2024-10-26,Billing,Critical,2,Yes,4
T3673,C12650,2024-07-28,2024-07-28,Billing,High,5,Yes,4
T3674,C13853,2024-04-28,2024-04-29,Billing,Low,1,Yes,35
T3675,C12734,2024-05-01,2024-05-01,Technical,Medium,4,Yes,8
T3676,C12874,2024-12-07,2024-12-07,Network,High,2,Yes,7
T3677,C11344,2024-04-22,2024-04-22,Billing,Medium,5,Yes,18
T3678,C12099,2024-04-01,2024-04-01,Network,Low,1,Yes,5
T3679,C11920,2024-01-28,2024-01-29,Billing,High,4,Yes,30
T3680,C14944,2024-09-12,2024-09-12,Billing,Low,1,No,6
T3681,C14284,2024-03-31,2024-03-31,Account,Low,5,Yes,3
T3682,C13337,2024-05-13,2024-05-13,Billing,High,5,Yes,7
T3683,C11889,2024-06-07,2024-06-07,Account,Medium,4,Yes,14
T3684,C14082,2024-07-01,2024-07-01,Technical,Medium,4,Yes,11
T3685,C11521,2024-04-06,2024-04-06,Billing,Medium,5,Yes,6
T3686,C14506,2024-01-14,2024-01-14,Network,Medium,1,Yes,1
T3687,C13161,2024-07-15,2024-07-15,Billing,Low,4,Yes,22
T3688,C10097,2024-01-13,2024-01-14,Network,High,2,Yes,33
T3689,C12318,2024-08-24,2024-08-24,Network,Medium,4,Yes,15
T3690,C14668,2024-09-08,2024-09-09,Network,High,5,Yes,31
T3691,C10283,2024-09-01,2024-09-02,Technical,Medium,2,Yes,27
T3692,C13534,2024-04-17,2024-04-17,Billing,Medium,1,Yes,12
T3693,C12555,2024-08-29,2024-08-29,Network,Medium,1,Yes,9
T3694,C14762,2024-09-12,2024-09-12,Technical,Low,2,Yes,20
T3695,C12809,2024-06-23,2024-06-23,Technical,Medium,2,Yes,9
T3696,C11280,2024-01-07,2024-01-07,Billing,Low,4,Yes,7
T3697,C13818,2024-09-15,2024-09-16,Network,High,3,Yes,26
T3698,C14002,2024-06-13,2024-06-13,Technical,Low,5,Yes,19
T3699,C14885,2024-10-21,2024-10-21,Network,High,5,Yes,1
T3700,C10005,2024-08-21,2024-08-22,Network,High,2,Yes,39
T3701,C12566,2024-11-09,2024-11-10,Technical,Low,2,Yes,45
T3702,C14393,2024-10-26,2024-10-27,Technical,Low,2,Yes,29
T3703,C11815,2024-10-04,2024-10-04,Billing,Medium,4,Yes,10
T3704,C11372,2024-05-07,2024-05-09,Technical,High,5,Yes,54
T3705,C11691,2024-01-14,2024-01-14,Network,High,5,Yes,2
T3706,C10750,2024-12-06,2024-12-07,Account,High,5,Yes,24
T3707,C12236,2024-08-11,2024-08-11,Billing,Critical,4,Yes,22
T3708,C13237,2024-08-10,2024-08-10,Network,Medium,4,Yes,11
T3709,C11817,2024-04-03,2024-04-03,Network,Medium,3,Yes,20
T3710,C11651,2024-08-17,2024-08-17,Billing,Low,2,Yes,17
T3711,C11184,2024-09-17,2024-09-17,Technical,High,1,Yes,11
T3712,C11267,2024-11-17,2024-11-17,Billing,High,4,Yes,6
T3713,C14897,2024-01-17,2024-01-17,Billing,High,5,Yes,22
T3714,C12062,2024-09-19,2024-09-19,Network,Medium,4,Yes,7
T3715,C10153,2024-07-26,2024-07-27,Network,High,2,Yes,31
T3716,C10248,2024-01-05,2024-01-05,Technical,Critical,5,Yes,3
T3717,C14538,2024-08-02,2024-08-02,Billing,Medium,1,Yes,6
T3718,C10919,2024-11-07,2024-11-07,Billing,Medium,4,Yes,13
T3719,C14004,2024-10-16,2024-10-16,Network,Medium,5,Yes,5
T3720,C13897,2024-09-22,2024-09-22,Account,Low,4,Yes,14
T3721,C12157,2024-10-17,2024-10-19,Billing,Low,4,Yes,53
T3722,C11749,2024-07-12,2024-07-12,Network,High,4,No,5
T3723,C12377,2024-11-17,2024-11-18,Billing,Low,3,Yes,36
T3724,C14150,2024-04-09,2024-04-09,Network,High,2,Yes,1
T3725,C14626,2024-03-21,2024-03-21,Technical,Medium,5,Yes,1
T3726,C13991,2024-03-29,2024-03-29,Billing,High,1,Yes,5
T3727,C14912,2024-08-17,2024-08-17,Account,Critical,2,Yes,14
T3728,C10059,2024-12-29,2024-12-29,Billing,Low,2,Yes,1
T3729,C14450,2024-02-20,2024-02-20,Network,Low,2,Yes,18
T3730,C11525,2024-09-18,2024-09-18,Account,Low,4,Yes,8
T3731,C13226,2024-01-08,2024-01-09,Technical,High,1,Yes,27
T3732,C11731,2024-03-01,2024-03-01,Network,Medium,5,No,2
T3733,C12123,2024-05-25,2024-05-25,Technical,Medium,4,Yes,2
T3734,C12549,2024-12-13,2024-12-14,Network,Medium,2,Yes,47
T3735,C11568,2024-09-02,2024-09-03,Account,Medium,2,Yes,44
T3736,C11641,2024-02-07,2024-02-07,Billing,High,5,Yes,12
T3737,C14258,2024-09-11,2024-09-11,Billing,High,1,Yes,12
T3738,C12196,2024-12-29,2024-12-30,Network,Medium,3,Yes,31
T3739,C10055,2024-01-28,2024-01-28,Network,Low,4,No,20
T3740,C14425,2024-03-23,2024-03-25,Account,Critical,4,Yes,66
T3741,C12154,2024-06-07,2024-06-09,Billing,Low,4,Yes,54
T3742,C11341,2024-12-07,2024-12-08,Billing,Medium,4,Yes,28
T3743,C11560,2024-08-09,2024-08-09,Technical,Medium,5,Yes,14
T3744,C12110,2024-02-11,2024-02-11,Billing,High,5,No,2
T3745,C14177,2024-05-12,2024-05-12,Account,Medium,4,Yes,2
T3746,C11001,2024-04-20,2024-04-20,Billing,Low,5,Yes,17
T3747,C13612,2024-11-14,2024-11-14,Network,High,3,Yes,15
T3748,C12191,2024-12-13,2024-12-15,Network,High,5,Yes,57
T3749,C12397,2024-04-17,2024-04-17,Network,Low,5,No,1
T3750,C11333,2024-05-16,2024-05-19,Network,Medium,2,Yes,85
T3751,C13968,2024-09-23,2024-09-23,Account,Low,4,Yes,5
T3752,C10260,2024-11-06,2024-11-06,Account,Low,2,Yes,19
T3753,C10086,2024-03-03,2024-03-05,Billing,Medium,1,Yes,66
T3754,C14401,2024-05-02,2024-05-02,Network,Low,5,Yes,13
T3755,C12915,2024-03-21,2024-03-21,Network,Low,3,Yes,10
T3756,C12577,2024-08-14,2024-08-14,Network,Medium,4,No,4
T3757,C10850,2024-03-28,2024-03-29,Billing,Low,4,Yes,45
T3758,C12636,2024-09-19,2024-09-20,Technical,High,5,Yes,24
T3759,C12748,2024-08-24,2024-08-25,Network,High,2,No,46
T3760,C12759,2024-10-31,2024-11-02,Network,Critical,2,Yes,48
T3761,C11143,2024-07-07,2024-07-08,Network,Medium,4,No,25
T3762,C10486,2024-02-24,2024-02-24,Network,Medium,3,Yes,7
T3763,C11397,2024-03-19,2024-03-24,Network,Low,4,Yes,138
T3764,C11286,2024-01-29,2024-01-29,Technical,Low,2,Yes,3
T3765,C14226,2024-08-21,2024-08-21,Account,Medium,5,Yes,10
T3766,C10239,2024-07-11,2024-07-11,Network,Low,3,Yes,4
T3767,C13113,2024-01-15,2024-01-18,Network,Critical,5,Yes,92
T3768,C14976,2024-02-15,2024-02-16,Technical,High,2,No,25
T3769,C11338,2024-03-05,2024-03-05,Network,Medium,3,Yes,18
T3770,C13606,2024-07-03,2024-07-04,Technical,High,4,Yes,28
T3771,C12885,2024-09-23,2024-09-23,Technical,Medium,4,Yes,15
T3772,C12391,2024-09-09,2024-09-09,Billing,Medium,2,Yes,3
T3773,C10721,2024-01-23,2024-01-23,Network,Medium,2,Yes,5
T3774,C10758,2024-02-04,2024-02-04,Billing,Medium,4,Yes,10
T3775,C14251,2024-03-31,2024-03-31,Account,Medium,1,Yes,15
T3776,C10006,2024-02-22,2024-02-24,Technical,Low,5,Yes,71
T3777,C13927,2024-11-09,2024-11-09,Network,Medium,4,No,3
T3778,C12987,2024-05-26,2024-05-26,Billing,High,5,Yes,6
T3779,C10048,2024-10-29,2024-10-29,Account,Medium,2,Yes,3
T3780,C14719,2024-05-04,2024-05-04,Technical,Medium,1,Yes,15
T3781,C12552,2024-08-22,2024-08-22,Account,Medium,2,Yes,3
T3782,C13384,2024-10-03,2024-10-03,Billing,Low,1,Yes,6
T3783,C11302,2024-10-16,2024-10-16,Technical,Medium,3,Yes,6
T3784,C10236,2024-09-30,2024-09-30,Network,Medium,3,No,1
T3785,C12195,2024-08-30,2024-08-30,Network,Low,4,Yes,16
T3786,C12610,2024-08-17,2024-08-17,Billing,Low,5,Yes,1
T3787,C12042,2024-04-11,2024-04-11,Network,Medium,2,Yes,17
T3788,C14519,2024-02-07,2024-02-07,Network,High,5,No,18
T3789,C14245,2024-11-02,2024-11-02,Network,Low,5,Yes,9
T3790,C14205,2024-09-28,2024-09-28,Billing,Critical,5,No,11
T3791,C13325,2024-07-17,2024-07-18,Billing,Medium,4,Yes,34
T3792,C11408,2024-12-29,2024-12-30,Account,Medium,1,Yes,31
T3793,C12424,2024-04-25,2024-04-25,Technical,High,2,Yes,3
T3794,C14114,2024-02-04,2024-02-04,Technical,Medium,5,Yes,22
T3795,C11094,2024-01-17,2024-01-18,Technical,High,3,Yes,36
T3796,C13007,2024-07-30,2024-07-30,Billing,Medium,2,Yes,9
T3797,C13245,2024-03-14,2024-03-15,Technical,Critical,2,Yes,24
T3798,C12874,2024-09-20,2024-09-21,Network,Medium,5,No,25
T3799,C12585,2024-09-10,2024-09-13,Billing,Medium,4,No,95
T3800,C10328,2024-11-17,2024-11-17,Technical,Low,3,Yes,5
T3801,C14420,2024-08-17,2024-08-19,Technical,Medium,3,No,49
T3802,C14452,2024-07-08,2024-07-10,Account,Low,4,Yes,51
T3803,C12465,2024-01-11,2024-01-14,Network,High,4,Yes,73
T3804,C11389,2024-07-16,2024-07-17,Technical,High,5,Yes,27
T3805,C12751,2024-08-15,2024-08-17,Billing,Medium,3,Yes,57
T3806,C11650,2024-12-23,2024-12-23,Billing,Low,4,No,1
T3807,C11170,2024-08-08,2024-08-09,Billing,Low,1,Yes,41
T3808,C14118,2024-05-02,2024-05-02,Billing,Low,2,Yes,4
T3809,C13287,2024-09-18,2024-09-18,Technical,Medium,3,Yes,2
T3810,C13428,2024-05-18,2024-05-18,Billing,High,2,No,21
T3811,C12557,2024-07-27,2024-07-27,Network,Low,5,Yes,6
T3812,C13707,2024-11-20,2024-11-20,Account,Low,3,No,8
T3813,C10525,2024-06-07,2024-06-08,Account,Medium,4,Yes,33
T3814,C14624,2024-12-12,2024-12-13,Technical,High,4,Yes,26
T3815,C11536,2024-01-24,2024-01-25,Billing,Medium,5,No,33
T3816,C11550,2024-08-03,2024-08-03,Billing,Medium,1,Yes,3
T3817,C10416,2024-04-10,2024-04-10,Account,Medium,4,Yes,10
T3818,C13665,2024-03-25,2024-03-27,Technical,Low,1,Yes,71
T3819,C10048,2024-09-27,2024-09-27,Technical,Medium,3,Yes,5
T3820,C10910,2024-10-30,2024-10-30,Account,Critical,1,Yes,1
T3821,C11466,2024-11-12,2024-11-12,Network,Low,1,Yes,17
T3822,C13452,2024-11-16,2024-11-17,Technical,High,4,Yes,41
T3823,C11800,2024-02-24,2024-02-25,Network,High,1,Yes,38
T3824,C12800,2024-01-28,2024-01-29,Billing,Medium,3,No,45
T3825,C11767,2024-02-21,2024-02-23,Account,Low,4,Yes,52
T3826,C14162,2024-06-22,2024-06-22,Technical,Low,3,Yes,6
T3827,C12736,2024-04-21,2024-04-25,Network,High,2,Yes,106
T3828,C13818,2024-05-15,2024-05-15,Billing,High,5,Yes,6
T3829,C11252,2024-06-30,2024-07-01,Technical,Low,2,No,30
T3830,C10447,2024-03-14,2024-03-14,Technical,Medium,5,Yes,8
T3831,C13286,2024-10-25,2024-10-25,Account,Medium,3,Yes,11
T3832,C12941,2024-07-10,2024-07-10,Billing,Medium,1,No,18
T3833,C11188,2024-08-25,2024-08-25,Technical,Medium,5,Yes,12
T3834,C12391,2024-11-02,2024-11-02,Network,Medium,1,No,10
T3835,C10111,2024-03-06,2024-03-07,Network,Medium,4,Yes,26
T3836,C14099,2024-03-01,2024-03-01,Account,Medium,4,No,5
T3837,C13565,2024-09-25,2024-09-25,Billing,Low,2,Yes,22
T3838,C12128,2024-02-06,2024-02-06,Technical,Medium,3,Yes,17
T3839,C10341,2024-06-04,2024-06-04,Account,Critical,1,Yes,11
T3840,C13517,2024-10-01,2024-10-01,Technical,Low,3,Yes,9
T3841,C13420,2024-08-19,2024-08-19,Network,Low,1,No,2
T3842,C11023,2024-12-03,2024-12-03,Account,Low,3,No,21
T3843,C14872,2024-09-25,2024-09-26,Network,High,3,Yes,29
T3844,C12610,2024-04-20,2024-04-20,Network,High,1,Yes,8
T3845,C10687,2024-11-24,2024-11-24,Network,Low,5,Yes,4
T3846,C10814,2024-04-15,2024-04-15,Technical,Medium,1,Yes,1
T3847,C13483,2024-01-23,2024-01-23,Account,Low,4,Yes,1
T3848,C14212,2024-06-01,2024-06-03,Billing,Medium,3,Yes,49
T3849,C13636,2024-02-16,2024-02-17,Billing,High,1,Yes,35
T3850,C10725,2024-05-17,2024-05-17,Billing,Critical,2,No,2
T3851,C10727,2024-07-28,2024-07-28,Account,Medium,5,Yes,9
T3852,C14764,2024-07-09,2024-07-12,Billing,Low,2,Yes,85
T3853,C12813,2024-09-21,2024-09-21,Billing,High,3,Yes,5
T3854,C14753,2024-06-07,2024-06-07,Account,High,4,Yes,5
T3855,C11157,2024-12-10,2024-12-10,Network,High,3,Yes,18
T3856,C10213,2024-05-19,2024-05-19,Billing,Low,5,Yes,17
T3857,C11933,2024-07-16,2024-07-16,Network,Low,3,Yes,1
T3858,C11937,2024-09-14,2024-09-15,Network,Medium,5,Yes,31
T3859,C10756,2024-06-23,2024-06-23,Account,Medium,5,Yes,10
T3860,C12252,2024-07-30,2024-07-30,Technical,Low,5,No,2
T3861,C12951,2024-02-24,2024-02-24,Network,High,3,Yes,6
T3862,C11975,2024-08-14,2024-08-16,Network,Low,5,Yes,63
T3863,C14810,2024-04-15,2024-04-17,Network,High,5,Yes,48
T3864,C11820,2024-02-29,2024-03-03,Billing,Low,5,Yes,95
T3865,C14327,2024-03-20,2024-03-20,Technical,Critical,3,Yes,10
T3866,C10965,2024-01-11,2024-01-11,Account,Medium,4,Yes,16
T3867,C14482,2024-12-29,2024-12-29,Network,Low,1,Yes,9
T3868,C12650,2024-08-15,2024-08-15,Network,Medium,3,Yes,14
T3869,C10720,2024-07-18,2024-07-19,Network,Low,5,Yes,31
T3870,C12430,2024-07-08,2024-07-08,Network,Low,3,Yes,12
T3871,C14611,2024-01-01,2024-01-01,Technical,Critical,4,Yes,18
T3872,C12450,2024-08-20,2024-08-20,Billing,Medium,4,Yes,16
T3873,C11565,2024-11-10,2024-11-10,Billing,Medium,2,Yes,13
T3874,C14208,2024-04-08,2024-04-08,Account,Low,2,Yes,4
T3875,C13080,2024-11-04,2024-11-04,Network,High,2,Yes,18
T3876,C13395,2024-02-28,2024-02-28,Network,Medium,3,Yes,20
T3877,C11355,2024-01-19,2024-01-19,Technical,Medium,1,No,8
T3878,C12043,2024-12-10,2024-12-10,Billing,Medium,3,No,3
