bill_id,customer_id,month,amount_due_egp,amount_paid_egp,late_days,payment_failures
B26004,C12167,2024-12,819.7,819.7,0,0
B26005,C12168,2024-01,638.72,638.72,2,0
B26006,C12168,2024-02,630.91,504.73,0,0
B26007,C12168,2024-03,625.06,625.06,0,0
B26008,C12168,2024-04,617.7,617.7,9,0
B26009,C12168,2024-05,625.27,625.27,3,0
B26010,C12168,2024-06,620.82,620.82,0,0
B26011,C12168,2024-07,623.94,623.94,1,0
B26012,C12168,2024-08,633.66,633.66,0,0
B26013,C12168,2024-09,618.39,618.39,3,0
B26014,C12168,2024-10,614.21,614.21,0,0
B26015,C12168,2024-11,627.0,627.0,1,0
B26016,C12168,2024-12,641.63,641.63,3,0
B26017,C12169,2024-01,605.12,605.12,3,0
B26018,C12169,2024-02,620.38,620.38,3,0
B26019,C12169,2024-03,613.43,613.43,0,0
B26020,C12169,2024-04,619.46,619.46,0,0
B26021,C12169,2024-05,618.58,618.58,6,0
B26022,C12169,2024-06,590.37,590.37,3,0
B26023,C12169,2024-07,637.96,637.96,7,0
B26024,C12169,2024-08,602.37,602.37,0,0
B26025,C12169,2024-09,592.85,592.85,2,0
B26026,C12169,2024-10,620.52,620.52,3,0
B26027,C12169,2024-11,629.08,629.08,5,0
B26028,C12169,2024-12,616.95,616.95,1,0
B26029,C12170,2024-01,227.58,113.79,4,1
B26030,C12170,2024-02,240.75,240.75,1,0
B26031,C12170,2024-03,231.86,231.86,2,0
B26032,C12170,2024-04,228.6,228.6,2,0
B26033,C12170,2024-05,237.34,237.34,4,0
B26034,C12170,2024-06,218.1,218.1,2,0
B26035,C12170,2024-07,230.81,230.81,0,0
B26036,C12170,2024-08,227.53,227.53,5,0
B26037,C12170,2024-09,236.77,236.77,1,0
B26038,C12170,2024-10,248.08,248.08,0,0
B26039,C12170,2024-11,234.88,234.88,16,0
B26040,C12170,2024-12,226.26,226.26,2,0
B26041,C12171,2024-01,294.03,294.03,0,0
B26042,C12171,2024-02,293.74,293.74,0,0
B26043,C12171,2024-03,310.47,310.47,1,0
B26044,C12171,2024-04,280.21,280.21,1,0
B26045,C12171,2024-05,272.34,272.34,4,0
B26046,C12171,2024-06,289.77,289.77,7,0
B26047,C12171,2024-07,299.08,299.08,0,0
B26048,C12171,2024-08,305.36,305.36,1,0
B26049,C12171,2024-09,277.55,0.0,11,1
B26050,C12171,2024-10,281.09,0.0,0,0
B26051,C12171,2024-11,306.18,306.18,1,0
B26052,C12171,2024-12,288.23,0.0,5,1
B26053,C12172,2024-01,333.44,0.0,6,1
B26054,C12172,2024-02,346.92,346.92,2,0
B26055,C12172,2024-03,307.75,307.75,2,0
B26056,C12172,2024-04,329.17,329.17,0,0
B26057,C12172,2024-05,346.22,346.22,0,0
B26058,C12172,2024-06,334.36,0.0,14,1
B26059,C12172,2024-07,324.85,324.85,3,0
B26060,C12172,2024-08,360.11,360.11,0,0
B26061,C12172,2024-09,347.94,347.94,5,0
B26062,C12172,2024-10,334.77,334.77,7,0
B26063,C12172,2024-11,319.54,319.54,0,0
B26064,C12172,2024-12,351.4,351.4,1,0
B26065,C12173,2024-01,488.29,488.29,0,0
B26066,C12173,2024-02,535.17,535.17,7,0
B26067,C12173,2024-03,519.12,519.12,0,0
B26068,C12173,2024-04,536.18,536.18,1,0
B26069,C12173,2024-05,543.56,271.78,1,0
B26070,C12173,2024-06,530.39,530.39,3,0
B26071,C12173,2024-07,538.29,538.29,2,0
B26072,C12173,2024-08,555.28,555.28,4,0
B26073,C12173,2024-09,538.84,538.84,0,0
B26074,C12173,2024-10,549.35,549.35,2,0
B26075,C12173,2024-11,540.13,540.13,4,0
B26076,C12173,2024-12,526.81,0.0,14,1
B26077,C12174,2024-01,850.47,850.47,3,0
B26078,C12174,2024-02,822.32,822.32,1,0
B26079,C12174,2024-03,830.98,830.98,3,0
B26080,C12174,2024-04,852.73,852.73,4,0
B26081,C12174,2024-05,841.03,841.03,3,0
B26082,C12174,2024-06,854.06,0.0,6,1
B26083,C12174,2024-07,846.67,846.67,2,0
B26084,C12174,2024-08,844.07,422.04,2,0
B26085,C12174,2024-09,839.85,839.85,2,0
B26086,C12174,2024-10,852.27,852.27,0,0
B26087,C12174,2024-11,830.56,830.56,2,0
B26088,C12174,2024-12,855.33,855.33,5,0
B26089,C12175,2024-01,614.05,614.05,0,0
B26090,C12175,2024-02,605.41,302.7,8,1
B26091,C12175,2024-03,607.15,607.15,1,0
B26092,C12175,2024-04,619.31,495.45,13,1
B26093,C12175,2024-05,610.03,610.03,3,0
B26094,C12175,2024-06,587.05,587.05,0,0
B26095,C12175,2024-07,596.39,596.39,2,0
B26096,C12175,2024-08,624.73,624.73,2,0
B26097,C12175,2024-09,589.94,589.94,1,0
B26098,C12175,2024-10,603.6,603.6,0,0
B26099,C12175,2024-11,615.9,615.9,0,0
B26100,C12175,2024-12,608.65,608.65,1,0
B26101,C12176,2024-01,781.08,781.08,8,0
B26102,C12176,2024-02,772.71,772.71,1,0
B26103,C12176,2024-03,792.8,792.8,0,0
B26104,C12176,2024-04,784.14,392.07,19,1
B26105,C12176,2024-05,782.48,391.24,3,0
B26106,C12176,2024-06,793.23,793.23,3,0
B26107,C12176,2024-07,761.23,761.23,3,0
B26108,C12176,2024-08,797.14,797.14,1,0
B26109,C12176,2024-09,785.85,785.85,1,0
B26110,C12176,2024-10,766.98,766.98,1,0
B26111,C12176,2024-11,745.6,745.6,0,0
B26112,C12176,2024-12,776.03,776.03,0,0
B26113,C12177,2024-01,428.39,0.0,14,1
B26114,C12177,2024-02,396.81,396.81,0,0
B26115,C12177,2024-03,421.27,421.27,2,0
B26116,C12177,2024-04,408.25,408.25,0,0
B26117,C12177,2024-05,400.57,400.57,2,0
B26118,C12177,2024-06,415.34,415.34,0,0
B26119,C12177,2024-07,423.15,423.15,3,0
B26120,C12177,2024-08,389.44,389.44,0,0
B26121,C12177,2024-09,415.8,415.8,0,0
B26122,C12177,2024-10,401.22,401.22,3,0
B26123,C12177,2024-11,416.99,416.99,1,0
B26124,C12177,2024-12,403.79,403.79,1,0
B26125,C12178,2024-01,754.58,754.58,1,0
B26126,C12178,2024-02,766.92,766.92,4,0
B26127,C12178,2024-03,764.83,764.83,2,0
B26128,C12178,2024-04,753.41,753.41,1,0
B26129,C12178,2024-05,738.48,738.48,6,0
B26130,C12178,2024-06,737.48,589.98,11,1
B26131,C12178,2024-07,735.6,588.48,1,0
B26132,C12178,2024-08,734.79,734.79,3,0
B26133,C12178,2024-09,740.9,370.45,8,1
B26134,C12178,2024-10,752.1,752.1,4,0
B26135,C12178,2024-11,749.72,749.72,0,0
B26136,C12178,2024-12,766.65,766.65,3,0
B26137,C12179,2024-01,275.18,275.18,0,0
B26138,C12179,2024-02,283.59,283.59,1,0
B26139,C12179,2024-03,292.78,292.78,1,0
B26140,C12179,2024-04,237.61,237.61,1,0
B26141,C12179,2024-05,295.14,295.14,0,0
B26142,C12179,2024-06,290.78,145.39,8,1
B26143,C12179,2024-07,276.97,276.97,0,0
B26144,C12179,2024-08,284.15,0.0,0,0
B26145,C12179,2024-09,264.12,264.12,0,0
B26146,C12179,2024-10,313.45,313.45,2,0
B26147,C12179,2024-11,300.13,300.13,3,0
B26148,C12179,2024-12,304.58,304.58,0,0
B26149,C12180,2024-01,848.6,848.6,0,0
B26150,C12180,2024-02,841.96,841.96,2,0
B26151,C12180,2024-03,842.16,842.16,1,0
B26152,C12180,2024-04,851.79,851.79,0,0
B26153,C12180,2024-05,842.58,0.0,0,0
B26154,C12180,2024-06,859.41,687.53,8,1
B26155,C12180,2024-07,847.68,847.68,0,0
B26156,C12180,2024-08,860.1,860.1,1,0
B26157,C12180,2024-09,858.73,858.73,0,0
B26158,C12180,2024-10,863.67,863.67,2,0
B26159,C12180,2024-11,850.51,850.51,7,0
B26160,C12180,2024-12,857.98,857.98,0,0
B26161,C12181,2024-01,265.68,265.68,1,0
B26162,C12181,2024-02,249.44,249.44,1,0
B26163,C12181,2024-03,265.37,265.37,0,0
B26164,C12181,2024-04,287.37,287.37,0,0
B26165,C12181,2024-05,278.55,139.28,14,1
B26166,C12181,2024-06,277.09,0.0,0,0
B26167,C12181,2024-07,268.04,214.43,8,1
B26168,C12181,2024-08,277.83,277.83,3,0
B26169,C12181,2024-09,274.02,274.02,0,0
B26170,C12181,2024-10,274.04,274.04,1,0
B26171,C12181,2024-11,256.38,256.38,5,0
B26172,C12181,2024-12,249.97,249.97,0,0
B26173,C12182,2024-01,191.02,191.02,0,0
B26174,C12182,2024-02,180.04,180.04,0,0
B26175,C12182,2024-03,204.42,204.42,0,0
B26176,C12182,2024-04,166.74,166.74,3,0
B26177,C12182,2024-05,174.04,174.04,0,0
B26178,C12182,2024-06,169.0,169.0,1,0
B26179,C12182,2024-07,197.0,197.0,0,0
B26180,C12182,2024-08,195.49,195.49,0,0
B26181,C12182,2024-09,198.79,198.79,2,0
B26182,C12182,2024-10,182.31,182.31,1,0
B26183,C12182,2024-11,174.38,174.38,2,0
B26184,C12182,2024-12,187.73,187.73,0,0
B26185,C12183,2024-01,346.97,346.97,1,0
B26186,C12183,2024-02,365.47,365.47,2,0
B26187,C12183,2024-03,351.28,351.28,0,0
B26188,C12183,2024-04,343.63,343.63,1,0
B26189,C12183,2024-05,291.38,291.38,1,0
B26190,C12183,2024-06,347.76,347.76,0,0
B26191,C12183,2024-07,344.3,344.3,3,0
B26192,C12183,2024-08,330.26,330.26,0,0
B26193,C12183,2024-09,338.22,338.22,0,0
B26194,C12183,2024-10,341.86,341.86,1,0
B26195,C12183,2024-11,369.12,184.56,4,1
B26196,C12183,2024-12,354.45,354.45,3,0
B26197,C12184,2024-01,566.8,566.8,0,0
B26198,C12184,2024-02,570.19,570.19,5,0
B26199,C12184,2024-03,577.12,577.12,1,0
B26200,C12184,2024-04,575.13,575.13,3,0
B26201,C12184,2024-05,507.06,507.06,0,0
B26202,C12184,2024-06,577.79,577.79,1,0
B26203,C12184,2024-07,581.25,581.25,1,0
B26204,C12184,2024-08,574.75,574.75,0,0
B26205,C12184,2024-09,556.53,0.0,19,1
B26206,C12184,2024-10,567.4,567.4,0,0
B26207,C12184,2024-11,566.66,566.66,11,0
B26208,C12184,2024-12,590.66,472.53,4,0
B26209,C12185,2024-01,544.22,544.22,0,0
B26210,C12185,2024-02,539.85,539.85,5,0
B26211,C12185,2024-03,554.35,277.18,5,1
B26212,C12185,2024-04,553.43,553.43,1,0
B26213,C12185,2024-05,556.28,556.28,1,0
B26214,C12185,2024-06,541.44,541.44,3,0
B26215,C12185,2024-07,556.22,556.22,1,0
B26216,C12185,2024-08,563.06,563.06,3,0
B26217,C12185,2024-09,541.55,541.55,5,0
B26218,C12185,2024-10,545.43,545.43,0,0
B26219,C12185,2024-11,544.63,272.31,3,0
B26220,C12185,2024-12,571.49,571.49,1,0
B26221,C12186,2024-01,264.34,264.34,1,0
B26222,C12186,2024-02,251.55,251.55,1,0
B26223,C12186,2024-03,259.43,259.43,0,0
B26224,C12186,2024-04,231.82,231.82,3,0
B26225,C12186,2024-05,249.08,249.08,0,0
B26226,C12186,2024-06,259.04,259.04,4,0
B26227,C12186,2024-07,229.85,229.85,0,0
B26228,C12186,2024-08,279.19,279.19,0,0
B26229,C12186,2024-09,221.99,221.99,2,0
B26230,C12186,2024-10,250.0,250.0,4,0
B26231,C12186,2024-11,252.11,252.11,1,0
B26232,C12186,2024-12,259.74,259.74,0,0
B26233,C12187,2024-01,566.48,566.48,2,0
B26234,C12187,2024-02,573.58,0.0,14,1
B26235,C12187,2024-03,566.96,566.96,0,0
B26236,C12187,2024-04,570.51,570.51,1,0
B26237,C12187,2024-05,575.75,575.75,0,0
B26238,C12187,2024-06,567.51,567.51,0,0
B26239,C12187,2024-07,593.03,593.03,0,0
B26240,C12187,2024-08,575.55,575.55,1,0
B26241,C12187,2024-09,544.53,544.53,0,0
B26242,C12187,2024-10,542.63,542.63,2,0
B26243,C12187,2024-11,580.92,580.92,1,0
B26244,C12187,2024-12,571.0,571.0,0,0
B26245,C12188,2024-01,813.37,813.37,1,0
B26246,C12188,2024-02,825.94,825.94,2,0
B26247,C12188,2024-03,820.59,820.59,0,0
B26248,C12188,2024-04,835.91,0.0,5,1
B26249,C12188,2024-05,833.82,833.82,1,0
B26250,C12188,2024-06,818.2,818.2,0,0
B26251,C12188,2024-07,788.19,788.19,0,0
B26252,C12188,2024-08,826.11,826.11,0,0
B26253,C12188,2024-09,813.66,813.66,3,0
B26254,C12188,2024-10,813.57,813.57,3,0
B26255,C12188,2024-11,832.88,832.88,0,0
B26256,C12188,2024-12,802.75,802.75,2,0
B26257,C12189,2024-01,179.23,89.61,11,1
B26258,C12189,2024-02,188.52,188.52,8,0
B26259,C12189,2024-03,179.22,0.0,13,1
B26260,C12189,2024-04,176.38,176.38,0,0
B26261,C12189,2024-05,190.26,190.26,0,0
B26262,C12189,2024-06,177.41,177.41,0,0
B26263,C12189,2024-07,175.61,175.61,1,0
B26264,C12189,2024-08,170.64,170.64,3,0
B26265,C12189,2024-09,178.62,178.62,1,0
B26266,C12189,2024-10,178.67,178.67,0,0
B26267,C12189,2024-11,165.17,165.17,2,0
B26268,C12189,2024-12,168.17,168.17,1,0
B26269,C12190,2024-01,286.2,286.2,1,0
B26270,C12190,2024-02,306.16,244.93,1,0
B26271,C12190,2024-03,284.76,284.76,5,0
B26272,C12190,2024-04,275.12,275.12,1,0
B26273,C12190,2024-05,277.37,277.37,1,0
B26274,C12190,2024-06,283.33,283.33,3,0
B26275,C12190,2024-07,303.69,303.69,7,0
B26276,C12190,2024-08,281.29,281.29,4,0
B26277,C12190,2024-09,271.28,271.28,2,0
B26278,C12190,2024-10,271.76,271.76,2,0
B26279,C12190,2024-11,272.21,136.1,9,1
B26280,C12190,2024-12,276.22,276.22,2,0
B26281,C12191,2024-01,184.73,184.73,0,0
B26282,C12191,2024-02,203.15,203.15,3,0
B26283,C12191,2024-03,185.63,185.63,1,0
B26284,C12191,2024-04,187.5,187.5,3,0
B26285,C12191,2024-05,187.25,187.25,7,0
B26286,C12191,2024-06,195.29,195.29,1,0
B26287,C12191,2024-07,201.36,201.36,1,0
B26288,C12191,2024-08,164.75,164.75,0,0
B26289,C12191,2024-09,196.36,196.36,0,0
B26290,C12191,2024-10,192.53,192.53,1,0
B26291,C12191,2024-11,185.69,185.69,0,0
B26292,C12191,2024-12,204.79,204.79,0,0
B26293,C12192,2024-01,254.86,254.86,1,0
B26294,C12192,2024-02,196.93,196.93,0,0
B26295,C12192,2024-03,268.83,268.83,1,0
B26296,C12192,2024-04,239.97,239.97,4,0
B26297,C12192,2024-05,249.36,249.36,2,0
B26298,C12192,2024-06,250.99,250.99,1,0
B26299,C12192,2024-07,238.52,238.52,1,0
B26300,C12192,2024-08,266.04,266.04,2,0
B26301,C12192,2024-09,254.56,254.56,1,0
B26302,C12192,2024-10,252.88,252.88,1,0
B26303,C12192,2024-11,228.49,228.49,1,0
B26304,C12192,2024-12,276.07,276.07,0,0
B26305,C12193,2024-01,321.87,321.87,2,0
B26306,C12193,2024-02,361.39,361.39,0,0
B26307,C12193,2024-03,357.76,357.76,1,0
B26308,C12193,2024-04,318.5,318.5,1,0
B26309,C12193,2024-05,370.32,370.32,0,0
B26310,C12193,2024-06,350.1,0.0,1,0
B26311,C12193,2024-07,338.65,338.65,1,0
B26312,C12193,2024-08,360.37,360.37,2,0
B26313,C12193,2024-09,351.07,0.0,3,1
B26314,C12193,2024-10,351.85,351.85,9,0
B26315,C12193,2024-11,348.44,348.44,3,0
B26316,C12193,2024-12,357.87,357.87,2,0
B26317,C12194,2024-01,383.68,383.68,3,0
B26318,C12194,2024-02,396.62,396.62,0,0
B26319,C12194,2024-03,372.52,372.52,2,0
B26320,C12194,2024-04,386.9,386.9,1,0
B26321,C12194,2024-05,379.23,379.23,0,0
B26322,C12194,2024-06,386.1,386.1,0,0
B26323,C12194,2024-07,377.17,377.17,1,0
B26324,C12194,2024-08,358.11,358.11,6,0
B26325,C12194,2024-09,390.1,390.1,5,0
B26326,C12194,2024-10,384.25,192.12,10,1
B26327,C12194,2024-11,379.31,379.31,0,0
B26328,C12194,2024-12,384.7,384.7,0,0
B26329,C12195,2024-01,440.82,440.82,0,0
B26330,C12195,2024-02,453.72,453.72,1,0
B26331,C12195,2024-03,441.3,441.3,2,0
B26332,C12195,2024-04,446.04,446.04,1,0
B26333,C12195,2024-05,450.81,450.81,8,0
B26334,C12195,2024-06,429.94,429.94,3,0
B26335,C12195,2024-07,417.02,417.02,7,0
B26336,C12195,2024-08,431.59,431.59,1,0
B26337,C12195,2024-09,466.82,466.82,3,0
B26338,C12195,2024-10,414.87,414.87,1,0
B26339,C12195,2024-11,402.45,402.45,1,0
B26340,C12195,2024-12,442.77,442.77,0,0
B26341,C12196,2024-01,239.63,239.63,1,0
B26342,C12196,2024-02,254.07,254.07,14,0
B26343,C12196,2024-03,255.69,127.84,2,0
B26344,C12196,2024-04,239.83,239.83,1,0
B26345,C12196,2024-05,232.66,232.66,0,0
B26346,C12196,2024-06,237.54,237.54,0,0
B26347,C12196,2024-07,226.55,226.55,0,0
B26348,C12196,2024-08,246.57,246.57,0,0
B26349,C12196,2024-09,263.51,263.51,0,0
B26350,C12196,2024-10,230.92,115.46,4,0
B26351,C12196,2024-11,236.73,236.73,0,0
B26352,C12196,2024-12,264.88,264.88,2,0
B26353,C12197,2024-01,586.17,468.94,5,1
B26354,C12197,2024-02,584.5,584.5,8,0
B26355,C12197,2024-03,588.55,588.55,4,0
B26356,C12197,2024-04,568.61,568.61,1,0
B26357,C12197,2024-05,591.37,591.37,2,0
B26358,C12197,2024-06,569.48,569.48,3,0
B26359,C12197,2024-07,576.84,576.84,0,0
B26360,C12197,2024-08,579.29,579.29,1,0
B26361,C12197,2024-09,558.9,558.9,0,0
B26362,C12197,2024-10,578.17,578.17,0,0
B26363,C12197,2024-11,594.4,594.4,0,0
B26364,C12197,2024-12,583.01,583.01,5,0
B26365,C12198,2024-01,565.1,565.1,0,0
B26366,C12198,2024-02,588.11,294.06,5,0
B26367,C12198,2024-03,566.3,566.3,1,0
B26368,C12198,2024-04,562.12,562.12,1,0
B26369,C12198,2024-05,596.8,0.0,11,1
B26370,C12198,2024-06,572.16,572.16,4,0
B26371,C12198,2024-07,590.29,590.29,1,0
B26372,C12198,2024-08,542.6,542.6,1,0
B26373,C12198,2024-09,574.35,574.35,4,0
B26374,C12198,2024-10,564.61,564.61,1,0
B26375,C12198,2024-11,575.94,575.94,2,0
B26376,C12198,2024-12,566.76,566.76,1,0
B26377,C12199,2024-01,274.84,274.84,0,0
B26378,C12199,2024-02,280.14,280.14,3,0
B26379,C12199,2024-03,277.81,277.81,4,0
B26380,C12199,2024-04,256.93,256.93,2,0
B26381,C12199,2024-05,290.84,290.84,0,0
B26382,C12199,2024-06,278.51,278.51,0,0
B26383,C12199,2024-07,285.48,285.48,2,0
B26384,C12199,2024-08,280.98,280.98,2,0
B26385,C12199,2024-09,269.24,269.24,0,0
B26386,C12199,2024-10,269.43,269.43,0,0
B26387,C12199,2024-11,281.67,281.67,0,0
B26388,C12199,2024-12,266.37,266.37,0,0
B26389,C12200,2024-01,571.92,0.0,12,1
B26390,C12200,2024-02,572.23,572.23,2,0
B26391,C12200,2024-03,601.22,601.22,2,0
B26392,C12200,2024-04,574.04,574.04,3,0
B26393,C12200,2024-05,587.05,587.05,3,0
B26394,C12200,2024-06,582.31,582.31,5,0
B26395,C12200,2024-07,587.49,469.99,11,1
B26396,C12200,2024-08,573.2,573.2,4,0
B26397,C12200,2024-09,576.26,576.26,0,0
B26398,C12200,2024-10,563.6,563.6,1,0
B26399,C12200,2024-11,567.04,567.04,2,0
B26400,C12200,2024-12,584.29,584.29,0,0
B26401,C12201,2024-01,203.05,203.05,3,0
B26402,C12201,2024-02,193.71,193.71,0,0
B26403,C12201,2024-03,195.2,195.2,2,0
B26404,C12201,2024-04,194.01,194.01,5,0
B26405,C12201,2024-05,187.91,93.95,5,1
B26406,C12201,2024-06,201.29,201.29,1,0
B26407,C12201,2024-07,203.23,203.23,8,0
B26408,C12201,2024-08,198.0,99.0,4,1
B26409,C12201,2024-09,183.9,183.9,1,0
B26410,C12201,2024-10,181.81,181.81,1,0
B26411,C12201,2024-11,179.71,179.71,1,0
B26412,C12201,2024-12,170.2,170.2,0,0
B26413,C12202,2024-01,740.04,740.04,0,0
B26414,C12202,2024-02,745.65,745.65,2,0
B26415,C12202,2024-03,731.96,731.96,3,0
B26416,C12202,2024-04,712.34,712.34,2,0
B26417,C12202,2024-05,730.71,730.71,4,0
B26418,C12202,2024-06,749.0,749.0,6,0
B26419,C12202,2024-07,719.8,719.8,2,0
B26420,C12202,2024-08,730.97,730.97,1,0
B26421,C12202,2024-09,742.03,742.03,0,0
B26422,C12202,2024-10,737.81,737.81,0,0
B26423,C12202,2024-11,740.89,740.89,10,0
B26424,C12202,2024-12,752.92,752.92,1,0
B26425,C12203,2024-01,297.93,297.93,5,0
B26426,C12203,2024-02,283.37,283.37,4,0
B26427,C12203,2024-03,288.3,288.3,3,0
B26428,C12203,2024-04,291.9,291.9,1,0
B26429,C12203,2024-05,299.85,149.93,9,1
B26430,C12203,2024-06,272.27,272.27,2,0
B26431,C12203,2024-07,290.45,290.45,5,0
B26432,C12203,2024-08,291.59,291.59,3,0
B26433,C12203,2024-09,284.45,284.45,1,0
B26434,C12203,2024-10,303.48,303.48,0,0
B26435,C12203,2024-11,290.04,290.04,1,0
B26436,C12203,2024-12,277.76,0.0,1,0
B26437,C12204,2024-01,214.98,214.98,0,0
B26438,C12204,2024-02,211.54,211.54,0,0
B26439,C12204,2024-03,229.85,229.85,0,0
B26440,C12204,2024-04,214.75,214.75,5,0
B26441,C12204,2024-05,217.4,217.4,4,0
B26442,C12204,2024-06,215.49,172.39,1,0
B26443,C12204,2024-07,185.85,185.85,0,0
B26444,C12204,2024-08,211.1,211.1,4,0
B26445,C12204,2024-09,200.85,200.85,0,0
B26446,C12204,2024-10,234.28,234.28,0,0
B26447,C12204,2024-11,206.2,206.2,0,0
B26448,C12204,2024-12,250.03,250.03,7,0
B26449,C12205,2024-01,329.77,329.77,6,0
B26450,C12205,2024-02,409.76,0.0,2,0
B26451,C12205,2024-03,350.85,350.85,3,0
B26452,C12205,2024-04,368.48,294.78,11,1
B26453,C12205,2024-05,364.57,364.57,2,0
B26454,C12205,2024-06,370.12,370.12,3,0
B26455,C12205,2024-07,365.99,365.99,0,0
B26456,C12205,2024-08,374.79,374.79,7,0
B26457,C12205,2024-09,388.41,388.41,0,0
B26458,C12205,2024-10,371.23,371.23,0,0
B26459,C12205,2024-11,358.69,358.69,0,0
B26460,C12205,2024-12,372.76,186.38,12,1
B26461,C12206,2024-01,413.09,413.09,0,0
B26462,C12206,2024-02,345.09,345.09,4,0
B26463,C12206,2024-03,373.31,373.31,0,0
B26464,C12206,2024-04,362.67,362.67,0,0
B26465,C12206,2024-05,376.63,376.63,1,0
B26466,C12206,2024-06,385.77,385.77,0,0
B26467,C12206,2024-07,368.72,368.72,2,0
B26468,C12206,2024-08,349.85,349.85,0,0
B26469,C12206,2024-09,381.83,381.83,1,0
B26470,C12206,2024-10,393.02,393.02,4,0
B26471,C12206,2024-11,361.49,361.49,0,0
B26472,C12206,2024-12,353.92,353.92,0,0
B26473,C12207,2024-01,225.72,0.0,0,0
B26474,C12207,2024-02,234.66,234.66,0,0
B26475,C12207,2024-03,226.42,226.42,2,0
B26476,C12207,2024-04,223.87,223.87,4,0
B26477,C12207,2024-05,207.68,207.68,8,0
B26478,C12207,2024-06,218.72,218.72,1,0
B26479,C12207,2024-07,207.51,207.51,1,0
B26480,C12207,2024-08,224.29,224.29,2,0
B26481,C12207,2024-09,171.61,171.61,5,0
B26482,C12207,2024-10,240.8,240.8,0,0
B26483,C12207,2024-11,216.7,108.35,4,1
B26484,C12207,2024-12,226.29,226.29,0,0
B26485,C12208,2024-01,589.65,589.65,7,0
B26486,C12208,2024-02,585.83,585.83,0,0
B26487,C12208,2024-03,565.09,565.09,1,0
B26488,C12208,2024-04,588.57,588.57,3,0
B26489,C12208,2024-05,575.98,575.98,0,0
B26490,C12208,2024-06,571.64,571.64,5,0
B26491,C12208,2024-07,599.85,599.85,1,0
B26492,C12208,2024-08,585.69,585.69,16,0
B26493,C12208,2024-09,594.14,594.14,0,0
B26494,C12208,2024-10,586.89,586.89,1,0
B26495,C12208,2024-11,571.83,571.83,1,0
B26496,C12208,2024-12,554.96,554.96,1,0
B26497,C12209,2024-01,487.6,487.6,1,0
B26498,C12209,2024-02,481.0,481.0,3,0
B26499,C12209,2024-03,489.9,489.9,1,0
B26500,C12209,2024-04,499.2,499.2,0,0
B26501,C12209,2024-05,501.14,501.14,0,0
B26502,C12209,2024-06,526.44,526.44,1,0
B26503,C12209,2024-07,448.12,448.12,5,0
B26504,C12209,2024-08,502.51,502.51,4,0
B26505,C12209,2024-09,508.49,508.49,2,0
B26506,C12209,2024-10,506.27,506.27,4,0
B26507,C12209,2024-11,487.62,487.62,2,0
B26508,C12209,2024-12,517.32,517.32,0,0
B26509,C12210,2024-01,448.29,448.29,1,0
B26510,C12210,2024-02,448.18,448.18,0,0
B26511,C12210,2024-03,432.91,216.46,9,1
B26512,C12210,2024-04,431.55,431.55,1,0
B26513,C12210,2024-05,464.58,464.58,1,0
B26514,C12210,2024-06,442.99,442.99,3,0
B26515,C12210,2024-07,447.02,447.02,1,0
B26516,C12210,2024-08,440.25,440.25,1,0
B26517,C12210,2024-09,448.25,448.25,0,0
B26518,C12210,2024-10,432.18,432.18,0,0
B26519,C12210,2024-11,448.45,448.45,7,0
B26520,C12210,2024-12,457.74,457.74,1,0
B26521,C12211,2024-01,797.45,797.45,2,0
B26522,C12211,2024-02,800.84,800.84,1,0
B26523,C12211,2024-03,793.3,0.0,5,1
B26524,C12211,2024-04,810.78,810.78,6,0
B26525,C12211,2024-05,787.67,787.67,2,0
B26526,C12211,2024-06,774.42,387.21,7,1
B26527,C12211,2024-07,786.02,786.02,0,0
B26528,C12211,2024-08,797.48,797.48,1,0
B26529,C12211,2024-09,810.97,810.97,2,0
B26530,C12211,2024-10,773.8,773.8,0,0
B26531,C12211,2024-11,785.16,785.16,0,0
B26532,C12211,2024-12,801.71,801.71,4,0
B26533,C12212,2024-01,631.96,631.96,0,0
B26534,C12212,2024-02,637.35,637.35,1,0
B26535,C12212,2024-03,611.78,611.78,0,0
B26536,C12212,2024-04,639.17,0.0,13,1
B26537,C12212,2024-05,642.1,642.1,2,0
B26538,C12212,2024-06,638.23,638.23,1,0
B26539,C12212,2024-07,616.08,616.08,1,0
B26540,C12212,2024-08,622.43,622.43,2,0
B26541,C12212,2024-09,624.31,624.31,0,0
B26542,C12212,2024-10,643.16,0.0,9,1
B26543,C12212,2024-11,655.21,655.21,1,0
B26544,C12212,2024-12,629.07,629.07,6,0
B26545,C12213,2024-01,389.25,389.25,0,0
B26546,C12213,2024-02,378.29,378.29,0,0
B26547,C12213,2024-03,369.71,184.85,12,1
B26548,C12213,2024-04,399.03,399.03,0,0
B26549,C12213,2024-05,393.07,393.07,3,0
B26550,C12213,2024-06,383.58,383.58,3,0
B26551,C12213,2024-07,403.31,403.31,4,0
B26552,C12213,2024-08,385.26,385.26,0,0
B26553,C12213,2024-09,404.87,404.87,0,0
B26554,C12213,2024-10,399.3,399.3,4,0
B26555,C12213,2024-11,396.51,396.51,0,0
B26556,C12213,2024-12,389.29,389.29,1,0
B26557,C12214,2024-01,209.69,209.69,1,0
B26558,C12214,2024-02,285.12,285.12,0,0
B26559,C12214,2024-03,281.97,281.97,0,0
B26560,C12214,2024-04,269.91,269.91,2,0
B26561,C12214,2024-05,238.31,238.31,0,0
